C = 3;C = 5;C = 8
5.68000;10.88000;21.60000
5.92000;10.36000;22.76000
5.76000;10.96000;23.08000
5.52000;11.12000;22.00000
5.48000;10.60000;22.48000
5.92000;11.00000;22.88000
6.24000;11.36000;22.84000
5.72000;10.60000;22.64000
5.36000;10.64000;22.56000
5.64000;10.96000;22.92000
6.00000;11.20000;21.96000
6.24000;11.40000;21.36000
5.52000;10.80000;23.52000
5.56000;10.64000;23.36000
5.68000;10.52000;22.20000
5.48000;10.72000;22.52000
5.60000;10.36000;22.84000
5.12000;10.72000;22.52000
5.00000;10.36000;23.36000
6.12000;9.80000;22.68000
5.36000;10.20000;22.40000
5.44000;10.60000;22.24000
5.64000;11.32000;22.68000
6.04000;11.36000;22.00000
6.04000;12.04000;22.12000
5.92000;11.80000;22.28000
6.00000;11.28000;21.84000
5.48000;10.96000;21.84000
5.60000;11.40000;22.24000
5.64000;10.96000;21.04000
5.72000;10.36000;22.12000
5.68000;10.48000;21.76000
5.28000;10.72000;22.12000
5.24000;10.76000;21.52000
4.92000;11.72000;21.52000
5.80000;10.72000;21.92000
4.88000;10.80000;21.20000
5.60000;10.04000;21.92000
4.68000;10.32000;21.52000
5.40000;10.80000;22.12000
4.76000;11.24000;22.68000
4.64000;10.88000;21.76000
4.92000;10.80000;21.48000
4.24000;10.60000;22.72000
4.72000;10.68000;22.48000
4.96000;10.36000;21.92000
4.84000;10.48000;22.44000
5.28000;10.56000;22.44000
4.88000;11.56000;23.16000
4.68000;12.56000;22.92000
4.84000;12.48000;23.32000
4.92000;12.08000;22.28000
4.72000;11.76000;22.00000
5.28000;10.92000;21.56000
5.08000;11.24000;21.44000
5.40000;10.92000;21.64000
5.32000;11.20000;20.44000
5.44000;11.68000;21.72000
5.28000;11.44000;22.28000
5.16000;11.20000;21.64000
5.56000;11.32000;22.20000
4.88000;11.16000;21.68000
5.48000;11.20000;21.88000
5.44000;11.04000;20.80000
5.20000;11.24000;19.92000
5.76000;10.60000;21.92000
5.44000;10.04000;21.56000
5.56000;10.84000;21.48000
5.52000;10.92000;22.80000
5.56000;11.56000;21.80000
5.48000;12.44000;20.88000
5.68000;12.08000;21.24000
5.48000;11.48000;21.28000
4.96000;11.88000;21.36000
4.80000;12.36000;22.76000
5.12000;12.36000;21.24000
5.16000;12.72000;21.12000
5.00000;12.16000;21.76000
5.20000;11.84000;22.40000
5.24000;11.52000;21.60000
5.20000;12.48000;21.36000
5.52000;11.72000;21.24000
4.44000;12.40000;22.28000
5.04000;12.88000;23.48000
5.44000;12.84000;22.68000
5.72000;11.60000;21.72000
5.92000;11.68000;21.96000
6.20000;12.16000;22.28000
6.36000;11.60000;21.64000
5.72000;11.48000;21.76000
5.68000;11.52000;21.24000
5.60000;12.52000;21.80000
5.32000;11.76000;22.48000
5.36000;11.44000;22.24000
5.56000;10.12000;22.48000
5.52000;10.44000;22.08000
5.92000;11.08000;22.16000
5.36000;11.84000;21.80000
5.72000;12.08000;22.80000
6.20000;12.20000;22.16000
6.00000;12.12000;24.08000
5.80000;11.76000;22.32000
5.44000;11.20000;22.52000
5.24000;11.12000;22.76000
4.84000;11.08000;21.40000
4.68000;11.60000;22.60000
4.80000;10.80000;22.32000
4.32000;10.56000;22.60000
4.44000;11.20000;23.20000
4.60000;11.68000;22.36000
4.68000;12.36000;22.80000
4.72000;11.88000;22.56000
4.72000;11.56000;22.52000
4.80000;12.32000;21.28000
4.80000;12.44000;21.84000
5.32000;12.44000;20.56000
4.64000;12.68000;22.08000
5.08000;12.36000;20.72000
4.76000;11.48000;21.24000
4.40000;11.84000;21.44000
4.84000;11.56000;21.12000
4.24000;12.08000;21.04000
4.12000;11.96000;20.48000
4.52000;11.60000;21.24000
4.52000;11.44000;22.28000
4.12000;11.12000;21.88000
4.36000;11.28000;21.24000
4.28000;11.40000;22.76000
4.68000;11.28000;21.48000
4.48000;11.36000;22.92000
4.64000;11.36000;22.36000
5.08000;10.44000;22.08000
5.08000;10.56000;21.88000
4.68000;10.04000;21.84000
5.32000;10.16000;21.56000
4.80000;11.08000;21.12000
5.04000;11.52000;21.48000
4.60000;11.60000;21.04000
4.76000;11.36000;22.04000
5.16000;11.00000;21.64000
5.36000;11.44000;21.52000
5.28000;11.20000;21.96000
5.00000;11.00000;21.36000
4.96000;10.36000;20.68000
4.96000;10.60000;20.76000
4.68000;10.28000;20.88000
4.44000;10.44000;20.08000
4.88000;10.12000;22.24000
5.08000;10.40000;20.72000
5.40000;10.76000;21.28000
4.92000;10.48000;22.20000
5.24000;10.88000;22.16000
5.00000;11.28000;22.44000
5.00000;11.28000;22.44000
5.44000;10.60000;21.92000
5.16000;10.52000;22.08000
4.84000;10.64000;21.32000
5.72000;10.68000;21.84000
5.44000;10.68000;21.04000
4.92000;9.60000;21.92000
5.12000;10.48000;22.52000
5.20000;10.44000;21.72000
5.36000;9.92000;21.32000
5.00000;9.00000;21.60000
5.48000;10.20000;22.04000
5.60000;11.16000;21.84000
5.20000;10.72000;22.00000
5.64000;11.00000;21.88000
5.36000;10.56000;22.48000
5.40000;10.48000;22.76000
5.16000;10.40000;22.44000
5.40000;10.68000;21.76000
5.52000;11.44000;22.12000
5.40000;11.32000;21.68000
5.96000;11.88000;21.44000
6.20000;11.76000;20.92000
6.00000;11.44000;20.56000
5.52000;10.64000;21.68000
5.84000;10.60000;21.28000
5.40000;11.04000;21.84000
5.48000;11.16000;21.80000
5.80000;11.36000;20.60000
5.72000;10.88000;21.60000
5.88000;10.92000;21.24000
5.92000;11.48000;21.16000
6.00000;11.24000;21.12000
5.92000;12.00000;21.40000
5.60000;11.80000;20.84000
5.44000;10.36000;21.40000
5.76000;11.56000;21.12000
5.52000;11.68000;21.16000
6.04000;11.00000;21.76000
5.88000;10.44000;21.48000
5.84000;10.52000;21.48000
5.52000;10.76000;22.12000
5.84000;11.24000;21.48000
6.00000;10.80000;22.60000
6.08000;10.68000;22.60000
5.88000;10.20000;22.04000
5.48000;9.68000;21.80000
5.60000;10.72000;21.28000
5.68000;10.48000;20.36000
6.36000;10.88000;21.12000
5.96000;10.36000;20.44000
5.48000;10.40000;20.16000
5.68000;10.20000;20.72000
5.96000;9.84000;21.04000
5.80000;10.36000;20.36000
6.04000;10.84000;21.68000
5.72000;10.64000;22.04000
5.60000;11.68000;20.84000
5.64000;11.48000;21.52000
5.16000;10.48000;21.56000
4.88000;10.60000;21.76000
4.76000;10.32000;21.32000
5.08000;10.52000;20.36000
4.92000;10.00000;21.24000
5.28000;9.96000;21.80000
5.12000;9.76000;21.80000
5.44000;9.96000;22.24000
5.56000;10.64000;23.16000
5.60000;10.24000;22.52000
5.44000;9.96000;22.48000
5.32000;10.20000;22.12000
4.72000;10.36000;22.28000
4.88000;10.32000;21.92000
4.84000;10.20000;21.96000
4.72000;9.72000;21.80000
4.80000;9.44000;21.28000
4.88000;9.96000;21.48000
4.80000;10.40000;22.52000
5.40000;11.24000;21.32000
5.08000;11.32000;21.84000
4.28000;11.56000;22.00000
4.60000;11.52000;21.04000
5.24000;11.32000;21.12000
4.48000;10.56000;22.04000
4.72000;10.12000;21.80000
4.20000;11.36000;23.00000
4.32000;10.96000;22.24000
3.96000;10.28000;22.28000
4.24000;11.00000;21.40000
4.32000;11.40000;20.40000
4.60000;11.36000;22.32000
4.36000;11.64000;22.16000
4.28000;10.44000;21.88000
4.36000;10.80000;22.68000
4.48000;9.60000;22.32000
4.52000;10.68000;21.96000
4.48000;11.32000;23.32000
4.32000;11.12000;23.48000
4.60000;11.04000;21.88000
4.52000;10.28000;21.16000
4.84000;9.64000;21.80000
4.84000;9.00000;21.84000
4.48000;9.56000;21.64000
4.48000;9.76000;21.68000
4.68000;10.00000;21.52000
4.92000;9.68000;21.12000
5.52000;10.24000;21.28000
5.32000;10.32000;22.12000
5.16000;10.08000;22.12000
5.64000;9.56000;21.44000
5.28000;10.12000;21.64000
4.84000;9.68000;22.48000
4.84000;10.08000;22.64000
4.84000;10.80000;21.96000
4.64000;10.20000;22.28000
4.24000;11.04000;21.92000
4.60000;10.48000;22.16000
4.44000;10.36000;21.52000
4.40000;10.96000;22.96000
5.04000;10.76000;21.24000
4.96000;10.48000;21.80000
4.40000;11.24000;22.68000
4.72000;10.36000;22.44000
4.28000;9.76000;22.60000
4.32000;10.80000;22.16000
4.36000;10.52000;21.56000
4.88000;10.52000;22.44000
4.68000;10.52000;22.12000
4.68000;10.88000;22.08000
4.68000;10.40000;22.56000
4.28000;9.68000;21.72000
4.68000;10.00000;21.64000
4.80000;10.16000;21.56000
4.72000;11.08000;20.80000
4.64000;10.96000;21.00000
4.40000;11.36000;20.84000
4.68000;10.28000;20.48000
4.12000;10.32000;20.96000
4.40000;10.64000;21.68000
4.60000;9.60000;22.32000
4.56000;9.64000;22.00000
4.00000;10.60000;21.52000
4.08000;10.56000;20.16000
4.56000;10.88000;20.60000
4.32000;11.12000;21.00000
4.40000;10.44000;21.04000
4.36000;9.80000;22.12000
3.96000;9.44000;22.20000
3.68000;10.28000;22.16000
3.92000;9.96000;21.96000
4.16000;9.64000;20.92000
3.88000;9.68000;21.92000
4.60000;10.40000;22.12000
4.28000;11.36000;21.52000
4.20000;11.12000;21.08000
4.04000;10.64000;20.24000
4.56000;10.32000;20.68000
3.68000;9.48000;22.16000
3.60000;9.80000;21.56000
4.20000;9.56000;20.92000
3.72000;9.12000;21.08000
3.28000;9.32000;22.12000
2.52000;9.76000;21.84000
2.60000;9.88000;22.32000
2.84000;9.96000;22.04000
3.12000;10.92000;22.52000
3.12000;10.52000;21.68000
3.32000;10.88000;21.52000
3.36000;11.04000;22.08000
3.76000;11.00000;22.16000
3.40000;9.96000;22.32000
3.76000;10.96000;22.04000
3.48000;11.28000;21.64000
3.80000;11.04000;21.44000
3.08000;11.20000;22.60000
2.76000;10.36000;22.12000
2.84000;10.56000;22.84000
2.80000;10.60000;22.16000
2.92000;10.52000;21.60000
2.88000;9.08000;21.52000
2.80000;9.24000;21.40000
3.44000;10.16000;21.00000
3.48000;9.84000;21.08000
3.56000;9.88000;21.64000
3.16000;9.68000;21.32000
3.68000;9.56000;21.24000
3.56000;9.12000;21.92000
3.92000;9.80000;21.88000
3.60000;9.52000;21.68000
3.88000;9.28000;21.68000
3.68000;8.96000;21.24000
3.24000;9.64000;21.00000
3.32000;9.88000;21.84000
3.76000;10.00000;21.32000
4.68000;9.92000;21.56000
4.08000;10.48000;21.32000
4.36000;10.00000;22.28000
4.00000;10.68000;20.72000
4.12000;10.48000;22.04000
4.12000;10.60000;21.84000
4.56000;10.56000;21.84000
4.20000;10.08000;22.28000
4.44000;10.36000;21.28000
4.80000;11.40000;22.12000
4.36000;10.80000;21.40000
4.40000;11.68000;22.44000
4.32000;11.12000;22.36000
4.20000;10.52000;21.88000
4.40000;10.48000;21.60000
4.08000;9.56000;22.28000
4.68000;9.80000;21.04000
4.96000;10.04000;21.44000
4.80000;9.60000;21.60000
4.68000;9.88000;21.64000
4.92000;10.20000;22.08000
5.08000;10.36000;22.48000
4.92000;9.64000;22.20000
4.44000;10.20000;21.76000
4.32000;9.84000;22.16000
4.84000;11.12000;22.32000
4.52000;10.56000;21.72000
4.08000;10.72000;21.96000
4.84000;10.56000;21.20000
4.60000;10.80000;21.52000
4.68000;10.12000;21.68000
4.44000;10.08000;21.68000
4.84000;10.56000;21.40000
4.20000;10.92000;21.36000
4.16000;10.44000;21.60000
4.12000;11.04000;23.36000
3.96000;11.20000;22.36000
4.24000;11.32000;20.76000
4.32000;10.96000;22.04000
4.44000;11.32000;22.44000
4.48000;10.96000;22.56000
4.52000;11.68000;22.20000
4.76000;11.20000;22.80000
4.52000;11.52000;21.64000
4.28000;12.32000;21.44000
4.68000;11.96000;22.64000
4.48000;12.24000;21.40000
4.44000;11.72000;21.56000
4.64000;11.68000;21.84000
4.40000;12.04000;21.48000
3.88000;12.00000;22.16000
4.12000;12.48000;22.68000
4.52000;11.84000;22.48000
4.16000;11.16000;23.12000
4.40000;11.08000;23.92000
4.16000;10.76000;22.92000
4.36000;10.80000;23.64000
4.44000;11.08000;23.36000
4.56000;10.64000;23.24000
4.48000;10.24000;22.16000
4.72000;9.68000;21.96000
4.92000;10.16000;22.00000
5.04000;10.12000;21.76000
4.92000;9.44000;23.12000
4.68000;9.84000;21.96000
4.96000;10.12000;22.68000
5.04000;9.28000;22.76000
4.40000;9.76000;22.16000
4.80000;9.80000;21.88000
4.68000;9.28000;21.72000
4.68000;9.28000;20.60000
4.92000;9.04000;21.56000
4.80000;9.36000;20.72000
4.96000;9.68000;22.00000
4.52000;9.20000;22.56000
4.52000;9.12000;22.00000
3.96000;9.12000;23.12000
4.12000;9.04000;22.56000
4.16000;9.24000;23.12000
4.04000;8.80000;22.60000
4.12000;9.40000;22.24000
3.96000;9.20000;22.36000
3.64000;9.36000;22.08000
3.84000;9.72000;21.92000
4.28000;9.84000;21.48000
4.64000;10.16000;22.24000
4.20000;9.92000;21.28000
4.24000;10.00000;22.36000
4.16000;10.12000;21.40000
4.16000;9.64000;22.08000
3.96000;9.48000;21.84000
3.88000;9.04000;21.60000
3.76000;8.64000;21.84000
3.40000;9.20000;21.08000
3.52000;9.40000;21.80000
3.84000;9.04000;21.20000
3.92000;9.64000;22.08000
3.84000;9.56000;20.92000
3.88000;9.72000;22.08000
3.80000;10.28000;21.76000
3.44000;9.44000;21.68000
3.60000;10.00000;21.68000
3.88000;9.48000;22.12000
4.36000;9.56000;22.16000
3.60000;10.48000;21.36000
3.88000;9.84000;21.48000
3.92000;10.68000;21.44000
3.92000;10.84000;21.40000
4.08000;10.80000;22.68000
4.00000;10.40000;21.72000
4.36000;10.44000;21.64000
4.20000;10.12000;21.60000
3.60000;9.88000;21.36000
3.68000;10.24000;21.32000
4.28000;10.80000;22.32000
4.60000;10.64000;22.24000
4.40000;10.68000;22.40000
4.40000;10.60000;21.28000
4.52000;10.24000;20.24000
3.52000;9.84000;20.92000
3.80000;9.72000;21.40000
4.28000;10.44000;20.28000
4.04000;10.08000;21.08000
4.36000;10.20000;21.12000
3.92000;11.12000;21.12000
3.24000;10.20000;21.40000
4.00000;10.60000;21.84000
3.80000;10.40000;22.00000
4.00000;9.84000;21.88000
4.16000;9.88000;22.48000
4.28000;10.20000;21.72000
3.76000;9.44000;20.52000
3.96000;10.08000;22.12000
4.08000;9.92000;21.36000
4.00000;9.92000;21.12000
4.16000;9.68000;21.56000
4.64000;8.88000;22.40000
4.08000;9.08000;21.60000
4.08000;9.08000;22.20000
3.76000;8.64000;22.36000
3.92000;9.28000;23.20000
3.56000;8.56000;22.64000
3.36000;9.48000;21.12000
4.12000;9.76000;22.20000
4.44000;9.24000;22.20000
4.20000;9.00000;21.92000
3.96000;9.88000;21.52000
3.52000;9.24000;21.00000
3.72000;9.04000;21.24000
3.76000;9.04000;21.72000
3.88000;9.44000;22.20000
3.60000;9.88000;22.28000
3.96000;9.44000;21.60000
3.68000;9.48000;22.36000
3.84000;9.28000;21.40000
4.08000;10.36000;22.08000
3.92000;9.36000;21.16000
4.32000;8.52000;21.16000
3.56000;9.32000;21.40000
4.32000;9.44000;21.96000
4.16000;9.44000;22.64000
4.24000;9.56000;22.20000
4.60000;9.60000;22.64000
4.24000;9.20000;20.52000
4.56000;9.64000;21.84000
4.04000;9.24000;21.64000
4.16000;9.92000;21.72000
3.84000;9.80000;21.44000
4.12000;8.68000;21.76000
4.16000;8.72000;21.84000
4.12000;8.72000;22.60000
4.24000;9.16000;23.12000
4.48000;9.32000;22.24000
4.52000;10.04000;21.60000
4.32000;10.48000;22.96000
4.44000;10.60000;23.24000
3.68000;10.56000;21.24000
3.76000;10.40000;21.20000
4.04000;10.40000;21.92000
4.56000;10.40000;22.24000
4.56000;10.08000;21.92000
4.44000;10.48000;22.28000
4.16000;10.00000;21.32000
3.80000;9.88000;21.84000
4.04000;11.16000;21.56000
3.84000;11.24000;22.08000
4.04000;11.00000;21.44000
4.56000;10.92000;22.16000
4.32000;10.92000;21.88000
3.96000;10.56000;22.24000
4.28000;9.84000;21.80000
4.36000;9.84000;23.56000
3.84000;10.52000;21.40000
4.20000;10.16000;20.92000
4.00000;10.04000;21.60000
3.76000;9.68000;21.72000
4.36000;9.60000;21.16000
4.28000;9.76000;20.88000
4.20000;9.60000;21.44000
4.64000;9.56000;21.64000
4.16000;9.56000;23.28000
4.48000;9.76000;22.96000
4.60000;10.36000;22.64000
4.12000;9.96000;22.48000
4.40000;10.40000;22.80000
4.12000;10.60000;22.36000
3.88000;10.76000;21.72000
3.80000;10.28000;22.16000
4.36000;10.04000;22.36000
4.32000;9.88000;22.44000
4.24000;11.40000;22.28000
4.48000;10.32000;21.56000
4.24000;11.20000;21.68000
4.80000;11.64000;22.32000
4.64000;10.32000;21.56000
4.68000;10.52000;22.84000
5.12000;10.36000;21.84000
5.20000;9.92000;22.52000
5.20000;10.44000;23.00000
5.08000;10.48000;23.00000
4.64000;9.80000;21.52000
5.28000;10.00000;22.84000
5.16000;10.48000;23.04000
4.44000;10.24000;22.04000
4.48000;10.72000;21.60000
4.80000;10.76000;21.72000
4.52000;11.20000;22.36000
4.84000;11.08000;21.12000
5.16000;11.04000;21.32000
5.32000;11.28000;21.48000
5.44000;10.60000;21.12000
5.24000;11.08000;22.08000
5.44000;10.56000;22.64000
4.96000;11.52000;22.64000
5.28000;10.40000;23.12000
5.36000;9.64000;22.64000
5.28000;9.76000;22.56000
4.80000;9.16000;22.00000
5.20000;9.52000;23.72000
5.08000;9.56000;23.00000
4.64000;9.32000;22.00000
4.88000;9.24000;21.36000
5.48000;9.40000;21.64000
4.96000;8.84000;22.00000
4.88000;8.92000;22.24000
5.08000;10.12000;21.96000
5.12000;9.64000;21.56000
5.72000;10.48000;21.04000
5.36000;9.68000;20.60000
4.80000;9.52000;20.64000
4.96000;9.68000;21.04000
5.16000;8.84000;22.36000
4.68000;8.96000;21.48000
4.80000;9.40000;23.00000
5.16000;8.72000;21.08000
4.76000;9.36000;22.52000
5.12000;9.36000;22.00000
5.56000;9.16000;22.52000
5.64000;9.08000;22.56000
5.72000;9.40000;22.12000
5.60000;9.60000;22.48000
5.76000;9.60000;22.04000
5.52000;9.40000;22.60000
5.68000;9.24000;22.40000
5.40000;8.80000;22.52000
5.36000;9.40000;22.60000
5.40000;10.28000;21.52000
5.40000;10.56000;21.84000
5.64000;10.00000;21.52000
5.72000;10.80000;21.64000
5.44000;10.20000;22.28000
5.56000;10.08000;21.80000
5.68000;10.52000;22.12000
6.00000;10.48000;22.52000
6.00000;10.40000;21.80000
5.48000;10.08000;23.04000
6.04000;10.56000;21.24000
5.92000;10.00000;22.20000
5.72000;10.36000;21.80000
5.64000;10.12000;21.84000
5.32000;10.04000;21.56000
5.64000;10.68000;20.84000
5.52000;10.12000;22.32000
5.80000;10.44000;22.20000
5.84000;11.12000;21.92000
5.80000;11.24000;22.08000
5.60000;11.40000;21.24000
5.68000;11.04000;22.16000
5.52000;11.00000;22.92000
5.32000;10.24000;21.76000
5.44000;10.48000;22.56000
5.32000;10.56000;22.20000
4.88000;10.56000;22.96000
4.56000;10.00000;23.40000
4.88000;9.44000;22.04000
4.64000;9.72000;23.00000
5.04000;9.96000;21.12000
4.88000;10.28000;21.48000
5.16000;10.40000;21.76000
5.24000;10.28000;21.44000
4.92000;10.52000;21.80000
4.76000;10.32000;20.68000
4.44000;9.76000;20.68000
4.56000;9.64000;21.60000
4.28000;9.96000;20.44000
4.08000;10.60000;20.96000
4.08000;11.00000;21.12000
4.28000;10.20000;21.68000
3.92000;10.28000;21.76000
4.36000;10.08000;21.88000
4.52000;10.12000;22.00000
4.48000;10.04000;22.36000
4.28000;10.28000;21.60000
4.44000;10.12000;21.72000
4.88000;10.56000;21.52000
4.20000;10.48000;21.76000
4.24000;10.12000;21.08000
4.60000;10.80000;21.40000
4.20000;10.44000;21.12000
4.20000;11.44000;20.80000
4.08000;11.00000;21.24000
4.08000;10.32000;21.12000
3.68000;10.80000;20.92000
3.92000;11.20000;21.20000
3.56000;10.80000;20.48000
4.04000;11.16000;21.48000
4.12000;11.00000;21.84000
4.00000;10.28000;20.88000
4.44000;11.08000;20.92000
4.44000;10.28000;20.80000
4.64000;10.32000;21.64000
4.12000;10.56000;21.92000
4.12000;10.36000;21.68000
4.20000;10.68000;22.48000
3.76000;10.20000;22.48000
3.80000;10.40000;21.68000
4.08000;10.84000;22.44000
3.60000;10.04000;21.68000
4.28000;10.44000;21.80000
4.12000;10.44000;21.12000
4.12000;10.48000;20.92000
4.28000;10.52000;20.16000
3.92000;9.68000;21.64000
3.68000;9.52000;21.08000
4.20000;9.92000;21.56000
4.32000;10.48000;21.16000
4.64000;10.76000;21.52000
3.80000;10.68000;21.12000
3.52000;11.04000;20.48000
3.80000;10.68000;20.64000
3.68000;10.48000;21.40000
3.56000;11.04000;21.28000
4.20000;10.84000;21.00000
3.60000;10.80000;21.16000
3.32000;11.04000;21.36000
3.88000;10.84000;20.20000
3.72000;11.24000;20.88000
3.92000;10.72000;21.72000
3.64000;11.16000;20.84000
3.64000;11.00000;20.60000
3.48000;11.12000;21.64000
3.36000;10.80000;21.96000
3.52000;11.04000;20.96000
3.36000;11.84000;21.36000
3.88000;11.76000;20.92000
4.20000;11.84000;21.48000
4.12000;11.92000;21.52000
3.92000;11.60000;20.80000
3.96000;11.52000;21.36000
4.32000;11.44000;21.28000
4.20000;12.28000;20.84000
3.92000;12.00000;20.56000
4.20000;12.08000;22.08000
3.80000;12.08000;21.20000
4.08000;11.68000;22.16000
4.00000;11.12000;22.32000
4.08000;10.96000;22.44000
4.36000;11.16000;21.76000
4.28000;11.12000;21.56000
4.16000;11.08000;22.52000
3.84000;11.12000;21.20000
4.04000;11.20000;21.64000
4.48000;11.20000;21.84000
3.96000;11.00000;22.20000
4.16000;11.20000;22.64000
3.84000;10.24000;21.08000
4.16000;10.76000;21.36000
4.08000;9.84000;21.24000
4.12000;10.24000;22.16000
4.12000;10.00000;21.84000
4.44000;9.88000;22.04000
4.80000;9.44000;22.28000
5.20000;8.92000;21.20000
4.88000;7.96000;21.28000
4.20000;8.68000;22.32000
4.44000;8.48000;21.80000
4.56000;8.68000;21.40000
4.56000;8.56000;21.92000
4.44000;9.28000;21.36000
4.24000;9.08000;21.16000
4.28000;8.68000;20.92000
4.00000;9.20000;22.12000
