action = 0;action = 90;action = 180;action = 270
0.0148;0.1004;0.768;0.1168
0.0208;0.1044;0.765200000000001;0.1096
0.0152;0.1044;0.769200000000001;0.1112
0.0176;0.104;0.7648;0.1136
0.0176;0.1084;0.763600000000001;0.1104
0.0124;0.1048;0.7676;0.1152
0.0176;0.1068;0.764400000000001;0.1112
0.0152;0.1076;0.763600000000001;0.1136
0.0192;0.1008;0.7688;0.1112
0.0172;0.104;0.768;0.1108
0.02;0.1032;0.766400000000001;0.1104
0.0204;0.1044;0.7652;0.11
0.0188;0.1028;0.7684;0.11
0.0172;0.1016;0.770400000000001;0.1108
0.0128;0.1056;0.769600000000001;0.112
0.012;0.1036;0.770000000000001;0.1144
0.0152;0.102;0.773200000000001;0.1096
0.0152;0.106;0.768800000000001;0.11
0.0156;0.1076;0.770400000000001;0.1064
0.0204;0.1064;0.763600000000001;0.1096
0.0152;0.1004;0.771600000000001;0.1128
0.0136;0.1024;0.773600000000001;0.1104
0.0172;0.1024;0.774;0.1064
0.014;0.1048;0.771200000000001;0.11
0.0148;0.1008;0.770400000000001;0.114
0.0156;0.1056;0.764400000000001;0.1144
0.0116;0.1032;0.772800000000001;0.1124
0.0104;0.104;0.775600000000001;0.11
0.0152;0.1016;0.769200000000001;0.114
0.0164;0.0996;0.776;0.108
0.0144;0.0988;0.776400000000001;0.1104
0.0116;0.1016;0.774800000000001;0.112
0.0152;0.1048;0.774000000000001;0.106
0.0156;0.0996;0.7748;0.11
0.018;0.102;0.7684;0.1116
0.0132;0.102;0.777200000000001;0.1076
0.016;0.1048;0.7692;0.11
0.0144;0.1024;0.769200000000001;0.114
0.02;0.0992;0.768;0.1128
0.0188;0.0968;0.775200000000001;0.1092
0.0188;0.098;0.7748;0.1084
0.0144;0.0964;0.775600000000001;0.1136
0.0192;0.1004;0.769600000000001;0.1108
0.0124;0.0988;0.776400000000001;0.1124
0.0148;0.0968;0.776400000000001;0.112
0.0184;0.1016;0.774;0.106
0.0148;0.1008;0.7756;0.1088
0.0168;0.098;0.776800000000001;0.1084
0.0176;0.0988;0.7728;0.1108
0.018;0.1016;0.773200000000001;0.1072
0.0156;0.0992;0.778;0.1072
0.0136;0.0944;0.7844;0.1076
0.0156;0.1044;0.772;0.108
0.016;0.1;0.777200000000001;0.1068
0.0184;0.0984;0.775600000000001;0.1076
0.0132;0.1;0.7824;0.1044
0.0116;0.098;0.7784;0.112
0.0184;0.0984;0.7756;0.1076
0.0196;0.0972;0.775600000000001;0.1076
0.016;0.0968;0.778;0.1092
0.0164;0.0984;0.774000000000001;0.1112
0.0148;0.0956;0.7852;0.1044
0.0164;0.0944;0.7852;0.104
0.018;0.1048;0.771600000000001;0.1056
0.016;0.0952;0.776800000000001;0.112
0.0164;0.0968;0.777600000000001;0.1092
0.0116;0.102;0.783200000000001;0.1032
0.0132;0.096;0.781600000000001;0.1092
0.0132;0.1036;0.7768;0.1064
0.0152;0.1004;0.780400000000001;0.104
0.0164;0.0944;0.7792;0.11
0.0184;0.096;0.784400000000001;0.1012
0.0132;0.0976;0.781600000000001;0.1076
0.02;0.098;0.779200000000001;0.1028
0.016;0.096;0.7796;0.1084
0.0128;0.1;0.777600000000001;0.1096
0.0156;0.0896;0.788;0.1068
0.0168;0.0944;0.783600000000001;0.1052
0.0156;0.0908;0.788400000000001;0.1052
0.0164;0.0876;0.791600000000001;0.1044
0.016;0.0932;0.7868;0.104
0.0164;0.0916;0.790800000000001;0.1012
0.014;0.092;0.789600000000001;0.1044
0.0108;0.0948;0.7936;0.1008
0.0172;0.096;0.786000000000001;0.1008
0.0136;0.096;0.788800000000001;0.1016
0.0164;0.0928;0.7916;0.0992
0.0144;0.092;0.788;0.1056
0.0148;0.0876;0.794000000000001;0.1036
0.0116;0.096;0.7916;0.1008
0.014;0.0912;0.7904;0.1044
0.0152;0.094;0.7868;0.104
0.0128;0.0936;0.7896;0.104
0.01;0.094;0.794800000000001;0.1012
0.0112;0.0912;0.792000000000001;0.1056
0.0112;0.0896;0.7944;0.1048
0.0124;0.0924;0.789600000000001;0.1056
0.0116;0.0912;0.792800000000001;0.1044
0.0132;0.092;0.792400000000001;0.1024
0.0124;0.0936;0.7904;0.1036
0.016;0.0948;0.789600000000001;0.0996
0.0132;0.0896;0.797200000000001;0.1
0.0136;0.094;0.7924;0.1
0.016;0.0932;0.790400000000001;0.1004
0.0116;0.092;0.794400000000001;0.102
0.0116;0.0932;0.7936;0.1016
0.0132;0.0924;0.791600000000001;0.1028
0.0112;0.098;0.788800000000001;0.102
0.0132;0.0908;0.7956;0.1004
0.0164;0.0892;0.793200000000001;0.1012
0.0132;0.0896;0.792800000000001;0.1044
0.0124;0.0916;0.794800000000001;0.1012
0.0136;0.09;0.796400000000001;0.1
0.0188;0.0868;0.7952;0.0992
0.0104;0.0936;0.797200000000001;0.0988
0.0152;0.0928;0.794400000000001;0.0976
0.0128;0.09;0.7984;0.0988
0.0152;0.094;0.791600000000001;0.0992
0.0136;0.092;0.7964;0.098
0.0164;0.0868;0.798;0.0988
0.0132;0.0892;0.798800000000001;0.0988
0.0148;0.0856;0.800800000000001;0.0988
0.0132;0.088;0.7988;0.1
0.0172;0.0888;0.7976;0.0964
0.0156;0.0872;0.7972;0.1
0.0132;0.0892;0.8;0.0976
0.0176;0.0848;0.802;0.0956
0.0148;0.086;0.8008;0.0984
0.0136;0.0896;0.7956;0.1012
0.0156;0.0872;0.7972;0.1
0.0188;0.0832;0.796800000000001;0.1012
0.0192;0.088;0.797200000000001;0.0956
0.0144;0.0832;0.806;0.0964
0.0148;0.0856;0.8012;0.0984
0.0112;0.086;0.8016;0.1012
0.0176;0.086;0.796;0.1004
0.0164;0.0868;0.8032;0.0936
0.0112;0.0868;0.803200000000001;0.0988
0.012;0.0864;0.805200000000001;0.0964
0.0168;0.0852;0.8024;0.0956
0.014;0.088;0.804000000000001;0.094
0.0136;0.0856;0.804800000000001;0.096
0.0132;0.09;0.8056;0.0912
0.0104;0.086;0.8064;0.0972
0.0144;0.0836;0.8064;0.0956
0.014;0.0848;0.8056;0.0956
0.0092;0.088;0.809200000000001;0.0936
0.012;0.0828;0.8112;0.094
0.0144;0.0796;0.81;0.096
0.0072;0.0832;0.808000000000001;0.1016
0.0164;0.0816;0.806400000000001;0.0956
0.016;0.0828;0.8076;0.0936
0.0136;0.082;0.8084;0.096
0.0132;0.082;0.8148;0.09
0.0124;0.0844;0.8084;0.0948
0.0136;0.0836;0.808400000000001;0.0944
0.0116;0.084;0.8116;0.0928
0.0132;0.0844;0.8056;0.0968
0.016;0.0848;0.805600000000001;0.0936
0.0144;0.0852;0.8072;0.0932
0.0148;0.0816;0.8104;0.0932
0.014;0.0832;0.8072;0.0956
0.0128;0.0828;0.8116;0.0928
0.0124;0.082;0.808000000000001;0.0976
0.0128;0.0832;0.810800000000001;0.0932
0.01;0.0824;0.8092;0.0984
0.0132;0.0832;0.807600000000001;0.096
0.0136;0.078;0.809200000000001;0.0992
0.0116;0.0852;0.8112;0.092
0.0116;0.082;0.812;0.0944
0.0124;0.0828;0.8152;0.0896
0.0128;0.0808;0.8176;0.0888
0.0088;0.082;0.8196;0.0896
0.0144;0.0848;0.808;0.0928
0.014;0.0816;0.8128;0.0916
0.0132;0.0816;0.8132;0.092
0.0152;0.0828;0.810800000000001;0.0912
0.0132;0.0772;0.815200000000001;0.0944
0.0164;0.0784;0.8152;0.09
0.0176;0.0788;0.812000000000001;0.0916
0.0144;0.0776;0.812800000000001;0.0952
0.0148;0.0796;0.8108;0.0948
0.0052;0.0788;0.819600000000001;0.0964
0.014;0.078;0.8152;0.0928
0.0144;0.0776;0.813200000000001;0.0948
0.016;0.0768;0.811600000000001;0.0956
0.0124;0.0752;0.8172;0.0952
0.016;0.0776;0.8136;0.0928
0.014;0.0788;0.8144;0.0928
0.0136;0.078;0.816;0.0924
0.0112;0.0824;0.814400000000001;0.092
0.0116;0.078;0.821200000000001;0.0892
0.0148;0.0772;0.817600000000001;0.0904
0.0108;0.0808;0.815200000000001;0.0932
0.0128;0.0788;0.8196;0.0888
0.0192;0.078;0.8116;0.0912
0.016;0.0728;0.8196;0.0916
0.0144;0.0704;0.821600000000001;0.0936
0.0124;0.0732;0.822000000000001;0.0924
0.0112;0.0768;0.818800000000001;0.0932
0.0104;0.078;0.8192;0.0924
0.0156;0.0736;0.818000000000001;0.0928
0.0144;0.07;0.823600000000001;0.092
0.0116;0.0744;0.820800000000001;0.0932
0.0092;0.0732;0.8236;0.094
0.0104;0.076;0.8228;0.0908
0.0132;0.0736;0.822000000000001;0.0912
0.01;0.0756;0.820400000000001;0.094
0.0144;0.0732;0.822400000000001;0.09
0.0136;0.0748;0.8188;0.0928
0.0124;0.0736;0.8236;0.0904
0.0128;0.0724;0.8196;0.0952
0.0116;0.076;0.82;0.0924
0.016;0.0756;0.8172;0.0912
0.0152;0.0744;0.8192;0.0912
0.0108;0.0776;0.819600000000001;0.092
0.01;0.0752;0.824000000000001;0.0908
0.0136;0.072;0.820000000000001;0.0944
0.0116;0.0768;0.8232;0.0884
0.0108;0.078;0.8204;0.0908
0.0112;0.072;0.8228;0.094
0.0124;0.0752;0.8232;0.0892
0.0148;0.072;0.824800000000001;0.0884
0.0124;0.0748;0.8228;0.09
0.0148;0.072;0.8236;0.0896
0.0132;0.0732;0.823600000000001;0.09
0.0148;0.0712;0.826000000000001;0.088
0.0124;0.072;0.826400000000001;0.0892
0.0104;0.074;0.828800000000001;0.0868
0.0124;0.0764;0.826000000000001;0.0852
0.0104;0.0736;0.832400000000001;0.0836
0.0148;0.0756;0.8272;0.0824
0.0112;0.0748;0.8284;0.0856
0.0112;0.078;0.828;0.0828
0.0128;0.076;0.8296;0.0816
0.014;0.074;0.829200000000001;0.0828
0.0112;0.076;0.828;0.0848
0.0108;0.0768;0.829600000000001;0.0828
0.0144;0.0716;0.828400000000001;0.0856
0.0128;0.0768;0.827200000000001;0.0832
0.0104;0.0776;0.8276;0.0844
0.0116;0.0744;0.832400000000001;0.0816
0.0104;0.076;0.8296;0.084
0.0136;0.0732;0.827200000000001;0.086
0.014;0.0728;0.830800000000001;0.0824
0.0112;0.0744;0.828400000000001;0.086
0.01;0.078;0.828000000000001;0.084
0.0108;0.0752;0.830800000000001;0.0832
0.01;0.0748;0.8284;0.0868
0.0144;0.0752;0.832000000000001;0.0784
0.0124;0.0752;0.830400000000001;0.082
0.0156;0.0712;0.830400000000001;0.0828
0.016;0.0728;0.830800000000001;0.0804
0.012;0.0696;0.8368;0.0816
0.0128;0.072;0.830400000000001;0.0848
0.0132;0.0688;0.835200000000001;0.0828
0.0116;0.0712;0.8316;0.0856
0.0084;0.0752;0.832800000000001;0.0836
0.0112;0.0748;0.830000000000001;0.084
0.0108;0.0728;0.832400000000001;0.084
0.014;0.0716;0.832800000000001;0.0816
0.0148;0.0744;0.826000000000001;0.0848
0.01;0.074;0.8328;0.0832
0.0116;0.076;0.831600000000001;0.0808
0.0096;0.076;0.833200000000001;0.0812
0.0116;0.0748;0.832;0.0816
0.0108;0.074;0.831200000000001;0.084
0.014;0.0716;0.832000000000001;0.0824
0.0112;0.0748;0.833600000000001;0.0804
0.0112;0.0744;0.832800000000001;0.0816
0.0104;0.0732;0.8316;0.0848
0.0108;0.0716;0.836;0.0816
0.0144;0.0736;0.832400000000001;0.0796
0.0096;0.076;0.8384;0.076
0.0128;0.0724;0.836400000000001;0.0784
0.0128;0.0724;0.8384;0.0764
0.0072;0.072;0.840400000000001;0.0804
0.01;0.0716;0.839200000000001;0.0792
0.0096;0.0712;0.837200000000001;0.082
0.0108;0.074;0.838800000000001;0.0764
0.0084;0.0756;0.836800000000001;0.0792
0.0092;0.0748;0.8348;0.0812
0.0116;0.0728;0.836800000000001;0.0788
0.0076;0.0756;0.8368;0.08
0.0096;0.0748;0.8364;0.0792
0.0068;0.0756;0.838800000000001;0.0788
0.01;0.0772;0.835200000000001;0.0776
0.0104;0.0724;0.837600000000001;0.0796
0.01;0.074;0.837200000000001;0.0788
0.0124;0.0732;0.8328;0.0816
0.0092;0.0752;0.837200000000001;0.0784
0.0124;0.0712;0.837600000000001;0.0788
0.0104;0.074;0.835600000000001;0.08
0.0088;0.074;0.838000000000001;0.0792
0.0112;0.0712;0.836400000000001;0.0812
0.0136;0.072;0.8344;0.08
0.0092;0.0712;0.839200000000001;0.0804
0.0152;0.0712;0.8348;0.0788
0.0116;0.0716;0.834800000000001;0.082
0.0104;0.0736;0.836000000000001;0.08
0.0092;0.074;0.836400000000001;0.0804
0.01;0.0764;0.8336;0.08
0.0144;0.0696;0.835600000000001;0.0804
0.0104;0.0684;0.840400000000001;0.0808
0.0112;0.0728;0.8332;0.0828
0.0124;0.07;0.834000000000001;0.0836
0.0108;0.0712;0.8324;0.0856
0.0096;0.0688;0.8384;0.0832
0.0116;0.0716;0.834800000000001;0.082
0.012;0.0744;0.836000000000001;0.0776
0.0124;0.0728;0.8312;0.0836
0.012;0.0692;0.838400000000001;0.0804
0.0088;0.0684;0.8428;0.08
0.0116;0.0744;0.835200000000001;0.0788
0.0112;0.0708;0.836400000000001;0.0816
0.0124;0.0732;0.838400000000001;0.076
0.0128;0.07;0.837600000000001;0.0796
0.0104;0.0704;0.833600000000001;0.0856
0.0148;0.068;0.840000000000001;0.0772
0.0128;0.0676;0.842400000000001;0.0772
0.0108;0.068;0.844400000000001;0.0768
0.0092;0.0692;0.845200000000001;0.0764
0.0104;0.0708;0.839200000000001;0.0796
0.0128;0.0672;0.843600000000001;0.0764
0.0124;0.0712;0.8416;0.0748
0.0128;0.0656;0.844400000000001;0.0772
0.016;0.0696;0.8396;0.0748
0.01;0.0712;0.842800000000001;0.076
0.01;0.068;0.844000000000001;0.078
0.0108;0.068;0.8444;0.0768
0.01;0.0688;0.844;0.0772
0.0136;0.0728;0.837600000000001;0.076
0.0088;0.0668;0.8456;0.0788
0.0104;0.068;0.8404;0.0812
0.0116;0.0676;0.842800000000001;0.078
0.0124;0.0716;0.8392;0.0768
0.0124;0.0708;0.8424;0.0744
0.0148;0.0704;0.837200000000001;0.0776
0.0144;0.0676;0.842400000000001;0.0756
0.0152;0.068;0.842800000000001;0.074
0.0108;0.0672;0.846400000000001;0.0756
0.0148;0.0672;0.838800000000001;0.0792
0.0128;0.0704;0.8416;0.0752
0.0092;0.0676;0.846800000000001;0.0764
0.0136;0.0648;0.844000000000001;0.0776
0.0104;0.07;0.8428;0.0768
0.0148;0.0684;0.8424;0.0744
0.0136;0.0676;0.843600000000001;0.0752
0.0124;0.0648;0.844000000000001;0.0788
0.0096;0.0696;0.840000000000001;0.0808
0.0148;0.0692;0.841600000000001;0.0744
0.01;0.07;0.8464;0.0736
0.0152;0.0652;0.846400000000001;0.0732
0.012;0.068;0.844800000000001;0.0752
0.012;0.0724;0.841600000000001;0.074
0.014;0.0704;0.844000000000001;0.0716
0.0128;0.0652;0.846800000000001;0.0752
0.0112;0.0676;0.843200000000001;0.078
0.0116;0.0692;0.845200000000001;0.074
0.0104;0.0696;0.843600000000001;0.0764
0.0108;0.0708;0.8444;0.074
0.012;0.0668;0.8488;0.0724
0.01;0.0672;0.847200000000001;0.0756
0.0108;0.0664;0.846400000000001;0.0764
0.0156;0.0644;0.845600000000001;0.0744
0.0096;0.0728;0.8444;0.0732
0.0112;0.07;0.844800000000001;0.074
0.0116;0.0692;0.843600000000001;0.0756
0.0108;0.07;0.846400000000001;0.0728
0.0092;0.0732;0.846800000000001;0.0708
0.0096;0.0716;0.845600000000001;0.0732
0.0152;0.066;0.851200000000001;0.0676
0.012;0.0708;0.847600000000001;0.0696
0.0128;0.0708;0.845200000000001;0.0712
0.0104;0.0696;0.8468;0.0732
0.0136;0.066;0.851200000000001;0.0692
0.0144;0.0652;0.848800000000001;0.0716
0.016;0.0676;0.844;0.0724
0.0116;0.0696;0.849600000000001;0.0692
0.0104;0.07;0.8472;0.0724
0.012;0.0696;0.8496;0.0688
0.0088;0.0704;0.849200000000001;0.0716
0.0144;0.0688;0.845600000000001;0.0712
0.0116;0.0692;0.851200000000001;0.068
0.0076;0.07;0.854000000000001;0.0684
0.01;0.068;0.8556;0.0664
0.01;0.0708;0.854000000000001;0.0652
0.0112;0.07;0.8544;0.0644
0.0108;0.0692;0.8524;0.0676
0.0088;0.0684;0.856400000000001;0.0664
0.0124;0.0664;0.854000000000001;0.0672
0.01;0.07;0.853600000000001;0.0664
0.0116;0.0688;0.8536;0.066
0.0124;0.0692;0.856000000000001;0.0624
0.0088;0.0716;0.852800000000001;0.0668
0.012;0.0688;0.854400000000001;0.0648
0.0116;0.0676;0.856800000000001;0.064
0.0132;0.0664;0.854000000000001;0.0664
0.0108;0.0648;0.8572;0.0672
0.0092;0.072;0.853600000000001;0.0652
0.006;0.0676;0.859200000000001;0.0672
0.014;0.0656;0.8524;0.068
0.0096;0.066;0.858400000000001;0.066
0.014;0.0632;0.858400000000001;0.0644
0.0084;0.0696;0.859600000000001;0.0624
0.008;0.0664;0.858000000000001;0.0676
0.008;0.0644;0.858800000000001;0.0688
0.0076;0.0656;0.862000000000001;0.0648
0.0088;0.0692;0.854800000000001;0.0672
0.008;0.0672;0.859600000000001;0.0652
0.01;0.0652;0.860800000000001;0.064
0.0104;0.0668;0.859200000000001;0.0636
0.0124;0.0644;0.86;0.0632
0.0112;0.062;0.8568;0.07
0.0124;0.0628;0.8608;0.064
0.0108;0.0648;0.856800000000001;0.0676
0.0116;0.066;0.855200000000001;0.0672
0.0116;0.0648;0.858400000000001;0.0652
0.01;0.0656;0.859200000000001;0.0652
0.0092;0.0652;0.859200000000001;0.0664
0.0096;0.064;0.860800000000001;0.0656
0.0108;0.0632;0.8596;0.0664
0.008;0.0688;0.856800000000001;0.0664
0.0104;0.066;0.858400000000001;0.0652
0.0124;0.062;0.862;0.0636
0.0088;0.0652;0.858000000000001;0.068
0.0124;0.0676;0.8568;0.0632
0.0096;0.0648;0.856800000000001;0.0688
0.0124;0.0648;0.859200000000001;0.0636
0.0108;0.0616;0.865200000000001;0.0624
0.0088;0.0604;0.864000000000001;0.0668
0.0088;0.062;0.864400000000001;0.0648
0.0096;0.0628;0.864000000000001;0.0636
0.0084;0.0604;0.864000000000001;0.0672
0.0096;0.0636;0.865200000000001;0.0616
0.0088;0.0652;0.8648;0.0612
0.0132;0.06;0.867600000000001;0.0592
0.0092;0.0628;0.864400000000001;0.0636
0.0112;0.0652;0.864400000000001;0.0592
0.0112;0.0628;0.861600000000001;0.0644
0.0092;0.0624;0.863200000000001;0.0652
0.0084;0.0604;0.867200000000001;0.064
0.0088;0.0632;0.8672;0.0608
0.0116;0.062;0.8648;0.0616
0.0112;0.064;0.864000000000001;0.0608
0.0084;0.0628;0.863600000000001;0.0652
0.01;0.062;0.866400000000001;0.0616
0.0112;0.0616;0.8636;0.0636
0.0076;0.0628;0.8668;0.0628
0.0076;0.062;0.866400000000001;0.064
0.01;0.0628;0.866400000000001;0.0608
0.0112;0.0576;0.864;0.0672
0.0092;0.06;0.8668;0.064
0.0076;0.0612;0.870000000000001;0.0612
0.012;0.0616;0.867600000000001;0.0588
0.0092;0.0644;0.8648;0.0616
0.0092;0.064;0.863200000000001;0.0636
0.0096;0.0588;0.8696;0.062
0.0136;0.0588;0.865200000000001;0.0624
0.0128;0.056;0.866000000000001;0.0652
0.0084;0.0628;0.866800000000001;0.062
0.0088;0.0624;0.8664;0.0624
0.0092;0.06;0.868000000000001;0.0628
0.0116;0.058;0.863600000000001;0.0668
0.0104;0.058;0.866400000000001;0.0652
0.0096;0.0588;0.8704;0.0612
0.0088;0.0584;0.868400000000001;0.0644
0.0096;0.058;0.869200000000001;0.0632
0.0096;0.0596;0.867600000000001;0.0632
0.0112;0.0592;0.867600000000001;0.062
0.0108;0.058;0.867200000000001;0.064
0.0112;0.0548;0.8744;0.0596
0.0124;0.0552;0.8732;0.0592
0.0088;0.0572;0.8732;0.0608
0.0096;0.0576;0.870000000000001;0.0628
0.0116;0.0572;0.8668;0.0644
0.008;0.0548;0.872800000000001;0.0644
0.0104;0.0528;0.873600000000001;0.0632
0.0124;0.054;0.872400000000001;0.0612
0.0112;0.052;0.870800000000001;0.066
0.0124;0.0544;0.874000000000001;0.0592
0.0104;0.054;0.876000000000001;0.0596
0.0092;0.0548;0.876400000000001;0.0596
0.008;0.0544;0.874800000000001;0.0628
0.0076;0.0544;0.8808;0.0572
0.0124;0.0524;0.8728;0.0624
0.0088;0.0548;0.8768;0.0596
0.01;0.0524;0.878800000000001;0.0588
0.01;0.0528;0.880000000000001;0.0572
0.012;0.054;0.876400000000001;0.0576
0.0116;0.0572;0.870400000000001;0.0608
0.01;0.0532;0.879200000000001;0.0576
0.0064;0.0576;0.877200000000001;0.0588
0.0084;0.054;0.878000000000001;0.0596
0.0056;0.0532;0.882400000000001;0.0588
0.0092;0.0516;0.878000000000001;0.0612
0.0084;0.0524;0.880000000000001;0.0592
0.0096;0.0532;0.877600000000001;0.0596
0.0108;0.0552;0.878800000000001;0.0552
0.0084;0.0536;0.878000000000001;0.06
0.0104;0.0528;0.879600000000001;0.0572
0.0108;0.0544;0.874800000000001;0.06
0.0084;0.056;0.872000000000001;0.0636
0.014;0.0524;0.8776;0.056
0.0144;0.05;0.876800000000001;0.0588
0.0096;0.0536;0.8812;0.0556
0.01;0.056;0.877600000000001;0.0564
0.0096;0.0532;0.879600000000001;0.0576
0.008;0.0568;0.878400000000001;0.0568
0.0124;0.0548;0.876000000000001;0.0568
0.0048;0.056;0.882400000000001;0.0568
0.0088;0.0556;0.878800000000001;0.0568
0.0108;0.058;0.876800000000001;0.0544
0.0116;0.0544;0.878000000000001;0.056
0.0112;0.054;0.878400000000001;0.0564
0.0092;0.0544;0.880400000000001;0.056
0.0064;0.0564;0.876400000000001;0.0608
0.0108;0.0548;0.879600000000001;0.0548
0.0092;0.0536;0.882000000000001;0.0552
0.0084;0.056;0.876;0.0596
0.0112;0.0556;0.8768;0.0564
0.008;0.0532;0.878000000000001;0.0608
0.0096;0.0548;0.880800000000001;0.0548
0.0072;0.0556;0.881600000000001;0.0556
0.0116;0.0556;0.874000000000001;0.0588
0.0116;0.0556;0.8756;0.0572
0.0076;0.0556;0.877600000000001;0.0592
0.0104;0.0564;0.875200000000001;0.058
0.0072;0.062;0.873200000000001;0.0576
0.0096;0.0532;0.878400000000001;0.0588
0.0092;0.0516;0.877600000000001;0.0616
0.0064;0.0556;0.882400000000001;0.0556
0.0088;0.0548;0.8792;0.0572
0.0068;0.0564;0.877200000000001;0.0596
0.0076;0.054;0.8796;0.0588
0.0092;0.0564;0.876400000000001;0.058
0.012;0.0524;0.876000000000001;0.0596
0.01;0.0572;0.877600000000001;0.0552
0.0088;0.0588;0.877200000000001;0.0552
0.0088;0.0532;0.879200000000001;0.0588
0.0128;0.0564;0.878400000000001;0.0524
0.0128;0.054;0.878800000000001;0.0544
0.0136;0.0568;0.874000000000001;0.0556
0.0104;0.0604;0.8768;0.0524
0.0136;0.0528;0.878400000000001;0.0552
0.0068;0.0576;0.877200000000001;0.0584
0.0104;0.058;0.876000000000001;0.0556
0.0112;0.0552;0.877200000000001;0.0564
0.0104;0.0552;0.88;0.0544
0.0108;0.056;0.880400000000001;0.0528
0.0072;0.0568;0.878400000000001;0.0576
0.0132;0.0568;0.876000000000001;0.054
0.012;0.0548;0.8788;0.0544
0.0076;0.0532;0.879600000000001;0.0596
0.0092;0.0512;0.882400000000001;0.0572
0.0116;0.0528;0.880800000000001;0.0548
0.01;0.0544;0.880000000000001;0.0556
0.0108;0.0528;0.880400000000001;0.056
0.008;0.0496;0.886400000000001;0.056
0.0104;0.0552;0.878800000000001;0.0556
0.0116;0.0536;0.880000000000001;0.0548
0.0056;0.0524;0.885600000000001;0.0564
0.0084;0.054;0.882800000000001;0.0548
0.0092;0.0556;0.880400000000001;0.0548
0.01;0.0532;0.8848;0.052
0.0088;0.0532;0.884000000000001;0.054
0.0096;0.0516;0.884000000000001;0.0548
0.0112;0.0536;0.881200000000001;0.054
0.0076;0.0552;0.881600000000001;0.0556
0.008;0.0556;0.883600000000001;0.0528
0.01;0.0552;0.882800000000001;0.052
0.0096;0.0552;0.8812;0.054
0.0084;0.0552;0.8796;0.0568
0.0084;0.052;0.884400000000001;0.0552
0.0124;0.0508;0.880800000000001;0.056
0.0108;0.0512;0.8856;0.0524
0.006;0.052;0.888000000000001;0.054
0.01;0.0532;0.885600000000001;0.0512
0.008;0.0544;0.882400000000001;0.0552
0.0072;0.0528;0.885200000000001;0.0548
0.0084;0.0524;0.885600000000001;0.0536
0.0104;0.05;0.884800000000001;0.0548
0.0064;0.052;0.8868;0.0548
0.0116;0.0512;0.8828;0.0544
0.0104;0.0504;0.8848;0.0544
0.0072;0.0544;0.884000000000001;0.0544
0.0092;0.056;0.882000000000001;0.0528
0.0088;0.0492;0.888800000000001;0.0532
0.0096;0.0508;0.888000000000001;0.0516
0.0116;0.0532;0.882000000000001;0.0532
0.0104;0.0512;0.885600000000001;0.0528
0.0076;0.0536;0.885200000000001;0.0536
0.0088;0.0524;0.884400000000001;0.0544
0.0076;0.0512;0.886800000000001;0.0544
0.008;0.0536;0.8864;0.052
0.0112;0.0496;0.887200000000001;0.052
0.008;0.0532;0.885200000000001;0.0536
0.0148;0.05;0.880800000000001;0.0544
0.0084;0.054;0.884800000000001;0.0528
0.0124;0.0476;0.885600000000001;0.0544
0.0124;0.0516;0.884800000000001;0.0512
0.0088;0.046;0.886800000000001;0.0584
0.0072;0.0484;0.886400000000001;0.058
0.0076;0.05;0.888000000000001;0.0544
0.0104;0.0512;0.884;0.0544
0.0092;0.05;0.884800000000001;0.056
0.008;0.0496;0.8864;0.056
0.0152;0.0484;0.882800000000001;0.0536
0.0096;0.0476;0.886400000000001;0.0564
0.0108;0.0468;0.889600000000001;0.0528
0.0128;0.048;0.881600000000001;0.0576
0.01;0.0456;0.886400000000001;0.058
0.0136;0.0484;0.884000000000001;0.054
0.0108;0.048;0.884000000000001;0.0572
0.01;0.0508;0.881200000000001;0.058
0.008;0.0484;0.884400000000001;0.0592
0.008;0.0508;0.884800000000001;0.0564
0.01;0.046;0.8908;0.0532
0.008;0.0472;0.887600000000001;0.0572
0.0124;0.0464;0.886400000000001;0.0548
0.0104;0.0452;0.887200000000001;0.0572
0.008;0.0484;0.8868;0.0568
0.0096;0.0464;0.886400000000001;0.0576
0.0104;0.0472;0.886400000000001;0.056
0.0076;0.0484;0.886800000000001;0.0572
0.0072;0.0476;0.888400000000001;0.0568
0.01;0.048;0.890000000000001;0.052
0.012;0.0488;0.885600000000001;0.0536
0.0092;0.0456;0.889600000000001;0.0556
0.0108;0.048;0.887600000000001;0.0536
0.0084;0.0476;0.8888;0.0552
0.0092;0.0472;0.890000000000001;0.0536
0.0112;0.0472;0.885600000000001;0.056
0.0104;0.0484;0.887200000000001;0.054
0.0108;0.0448;0.888800000000001;0.0556
0.0128;0.0472;0.884;0.056
0.0064;0.0476;0.889200000000001;0.0568
0.0116;0.046;0.886400000000001;0.056
0.0112;0.0448;0.889200000000001;0.0548
0.0068;0.0496;0.888000000000001;0.0556
0.0104;0.0464;0.887600000000001;0.0556
0.0132;0.0468;0.887200000000001;0.0528
0.0088;0.0496;0.886000000000001;0.0556
0.008;0.0488;0.888400000000001;0.0548
0.01;0.0448;0.8908;0.0544
0.0112;0.0464;0.886800000000001;0.0556
0.0092;0.0444;0.890800000000001;0.0556
0.0084;0.0468;0.89;0.0548
0.0104;0.0444;0.893200000000001;0.052
0.0112;0.0468;0.890000000000001;0.052
0.012;0.046;0.889600000000001;0.0524
0.0108;0.0448;0.890400000000001;0.054
0.0088;0.0444;0.8908;0.056
0.0112;0.0448;0.891600000000001;0.0524
0.0092;0.048;0.892800000000001;0.05
