action = 0;action = 90;action = 180;action = 270
0.0056;0.0084;0.980400000000001;0.0056
0.0064;0.0088;0.980800000000001;0.004
0.008;0.0072;0.981600000000001;0.0032
0.0072;0.0068;0.980400000000001;0.0056
0.0036;0.01;0.980800000000001;0.0056
0.0068;0.0084;0.980000000000001;0.0048
0.0044;0.008;0.979200000000001;0.0084
0.0036;0.0064;0.983200000000001;0.0068
0.0068;0.006;0.981600000000001;0.0056
0.0056;0.0112;0.977600000000001;0.0056
0.0064;0.0084;0.980800000000001;0.0044
0.0052;0.008;0.9808;0.006
0.0056;0.012;0.976400000000001;0.006
0.0072;0.0084;0.980000000000001;0.0044
0.0052;0.0076;0.981200000000001;0.006
0.0052;0.0088;0.980800000000001;0.0052
0.004;0.01;0.980800000000001;0.0052
0.0072;0.0076;0.978000000000001;0.0072
0.0044;0.0092;0.982400000000001;0.004
0.0064;0.01;0.978000000000001;0.0056
0.0048;0.0096;0.980400000000001;0.0052
0.0084;0.0064;0.980000000000001;0.0052
0.006;0.0088;0.981200000000001;0.004
0.0036;0.0076;0.984800000000001;0.004
0.004;0.0108;0.979200000000001;0.006
0.0048;0.008;0.980800000000001;0.0064
0.0084;0.0076;0.979600000000001;0.0044
0.0032;0.0072;0.983600000000001;0.006
0.0064;0.0092;0.978800000000001;0.0056
0.0068;0.0088;0.977200000000001;0.0072
0.0056;0.0068;0.981600000000001;0.006
0.0044;0.008;0.983200000000001;0.0044
0.0052;0.0084;0.980400000000001;0.006
0.0048;0.0072;0.982800000000001;0.0052
0.006;0.0072;0.980000000000001;0.0068
0.0056;0.0088;0.981200000000001;0.0044
0.006;0.0076;0.981200000000001;0.0052
0.0052;0.0088;0.982;0.004
0.0032;0.0088;0.980800000000001;0.0072
0.0088;0.0076;0.978800000000001;0.0048
0.0056;0.0084;0.980800000000001;0.0052
0.0052;0.0072;0.984400000000001;0.0032
0.0052;0.0084;0.981600000000001;0.0048
0.0036;0.0112;0.980800000000001;0.0044
0.0052;0.0072;0.980800000000001;0.0068
0.0056;0.008;0.981600000000001;0.0048
0.0036;0.0084;0.983200000000001;0.0048
0.0048;0.0076;0.981600000000001;0.006
0.0056;0.0084;0.980400000000001;0.0056
0.0028;0.0076;0.982800000000001;0.0068
0.0056;0.0112;0.9796;0.0036
0.0064;0.0072;0.981200000000001;0.0052
0.006;0.008;0.982000000000001;0.004
0.0048;0.0084;0.981600000000001;0.0052
0.0048;0.0088;0.982400000000001;0.004
0.0048;0.006;0.984000000000001;0.0052
0.0052;0.008;0.980400000000001;0.0064
0.0076;0.008;0.975600000000001;0.0088
0.0064;0.0072;0.980400000000001;0.006
0.0044;0.0076;0.982000000000001;0.006
0.0028;0.0084;0.982000000000001;0.0068
0.0052;0.008;0.9804;0.0064
0.0056;0.008;0.982400000000001;0.004
0.004;0.0068;0.983200000000001;0.006
0.0048;0.0088;0.981600000000001;0.0048
0.0056;0.0064;0.982000000000001;0.006
0.0048;0.0084;0.980000000000001;0.0068
0.002;0.0112;0.981200000000001;0.0056
0.0052;0.0092;0.980800000000001;0.0048
0.006;0.0076;0.981200000000001;0.0052
0.0072;0.006;0.981200000000001;0.0056
0.0028;0.006;0.986400000000001;0.0048
0.004;0.0064;0.982400000000001;0.0072
0.0064;0.0064;0.982;0.0052
0.0052;0.0068;0.982400000000001;0.0056
0.0048;0.0088;0.980400000000001;0.006
0.006;0.006;0.984000000000001;0.004
0.0048;0.0096;0.979200000000001;0.0064
0.0036;0.0088;0.982000000000001;0.0056
0.006;0.0072;0.980800000000001;0.006
0.004;0.0072;0.982000000000001;0.0068
0.0036;0.0076;0.985600000000001;0.0032
0.006;0.0072;0.982400000000001;0.0044
0.004;0.0072;0.982400000000001;0.0064
0.0024;0.0076;0.983200000000001;0.0068
0.006;0.0064;0.980000000000001;0.0076
0.0056;0.0088;0.981200000000001;0.0044
0.0068;0.0092;0.979600000000001;0.0044
0.0048;0.0076;0.981600000000001;0.006
0.0044;0.0088;0.982400000000001;0.0044
0.006;0.0072;0.9808;0.006
0.0052;0.0068;0.981600000000001;0.0064
0.0032;0.0092;0.983600000000001;0.004
0.0052;0.01;0.980000000000001;0.0048
0.0052;0.0076;0.982000000000001;0.0052
0.0064;0.0052;0.982800000000001;0.0056
0.0032;0.008;0.982000000000001;0.0068
0.0052;0.0064;0.980000000000001;0.0084
0.0068;0.0088;0.978400000000001;0.006
0.006;0.0064;0.980800000000001;0.0068
0.0044;0.006;0.982800000000001;0.0068
0.0064;0.0096;0.980000000000001;0.004
0.0072;0.0048;0.978800000000001;0.0092
0.0048;0.006;0.983600000000001;0.0056
0.0056;0.0088;0.9784;0.0072
0.0048;0.0076;0.982400000000001;0.0052
0.006;0.0052;0.981200000000001;0.0076
0.0044;0.008;0.982400000000001;0.0052
0.004;0.0068;0.984000000000001;0.0052
0.0064;0.0076;0.976400000000001;0.0096
0.006;0.0068;0.982000000000001;0.0052
0.006;0.008;0.981600000000001;0.0044
0.0036;0.0072;0.984800000000001;0.0044
0.0036;0.0072;0.984000000000001;0.0052
0.008;0.01;0.9784;0.0036
0.0048;0.006;0.984800000000001;0.0044
0.0056;0.006;0.981200000000001;0.0072
0.0036;0.008;0.982400000000001;0.006
0.0068;0.0076;0.981600000000001;0.004
0.0056;0.008;0.982000000000001;0.0044
0.004;0.006;0.982000000000001;0.008
0.0064;0.0064;0.981600000000001;0.0056
0.008;0.008;0.978000000000001;0.006
0.0076;0.0052;0.979200000000001;0.008
0.0064;0.008;0.977600000000001;0.008
0.0048;0.0072;0.982000000000001;0.006
0.0072;0.0072;0.978800000000001;0.0068
0.0056;0.0072;0.980800000000001;0.0064
0.0068;0.0076;0.980000000000001;0.0056
0.0044;0.0096;0.981600000000001;0.0044
0.0064;0.0088;0.980400000000001;0.0044
0.0072;0.0092;0.978000000000001;0.0056
0.0028;0.0064;0.985200000000001;0.0056
0.0052;0.0068;0.981600000000001;0.0064
0.0044;0.0084;0.9816;0.0056
0.0056;0.0068;0.979600000000001;0.008
0.0044;0.0076;0.982400000000001;0.0056
0.0056;0.0068;0.981600000000001;0.006
0.0052;0.0072;0.982800000000001;0.0048
0.0048;0.0108;0.981200000000001;0.0032
0.0048;0.0112;0.979600000000001;0.0044
0.004;0.0092;0.981200000000001;0.0056
0.006;0.0068;0.981600000000001;0.0056
0.0068;0.0108;0.977200000000001;0.0052
0.0048;0.0084;0.980400000000001;0.0064
0.006;0.008;0.981200000000001;0.0048
0.0048;0.0084;0.9796;0.0072
0.006;0.0076;0.978000000000001;0.0084
0.0044;0.0084;0.980000000000001;0.0072
0.008;0.0092;0.978400000000001;0.0044
0.0072;0.0076;0.979200000000001;0.006
0.0068;0.0092;0.980800000000001;0.0032
0.006;0.0096;0.980000000000001;0.0044
0.0052;0.0116;0.978000000000001;0.0052
0.0048;0.0072;0.980000000000001;0.008
0.0048;0.0072;0.981200000000001;0.0068
0.0048;0.0096;0.977200000000001;0.0084
0.0048;0.01;0.978800000000001;0.0064
0.0052;0.0116;0.976000000000001;0.0072
0.0044;0.0068;0.980800000000001;0.008
0.0064;0.0076;0.980800000000001;0.0052
0.0044;0.0108;0.977200000000001;0.0076
0.0092;0.008;0.976400000000001;0.0064
0.0048;0.006;0.982000000000001;0.0072
0.006;0.0092;0.978000000000001;0.0068
0.0044;0.0092;0.980400000000001;0.006
0.0072;0.0092;0.978400000000001;0.0052
0.0044;0.0104;0.980000000000001;0.0052
0.004;0.0064;0.980400000000001;0.0092
0.0076;0.0112;0.977200000000001;0.004
0.0036;0.0116;0.980400000000001;0.0044
0.004;0.0072;0.981200000000001;0.0076
0.0056;0.0112;0.977200000000001;0.006
0.0032;0.0116;0.978400000000001;0.0068
0.0032;0.01;0.978000000000001;0.0088
0.0048;0.008;0.978800000000001;0.0084
0.0052;0.0088;0.980800000000001;0.0052
0.0048;0.0084;0.981200000000001;0.0056
0.0076;0.008;0.977200000000001;0.0072
0.0044;0.0084;0.979600000000001;0.0076
0.0052;0.0084;0.980400000000001;0.006
0.0048;0.0092;0.980400000000001;0.0056
0.0048;0.0096;0.977600000000001;0.008
0.0028;0.0088;0.981200000000001;0.0072
0.004;0.01;0.9788;0.0072
0.0084;0.0076;0.978400000000001;0.0056
0.0048;0.0084;0.977200000000001;0.0096
0.0028;0.0092;0.982400000000001;0.0056
0.0084;0.0092;0.976000000000001;0.0064
0.0052;0.008;0.982400000000001;0.0044
0.0048;0.0072;0.980400000000001;0.0076
0.0032;0.0088;0.983600000000001;0.0044
0.0064;0.0116;0.975200000000001;0.0068
0.0064;0.0088;0.9776;0.0072
0.006;0.0088;0.981200000000001;0.004
0.0048;0.0088;0.980400000000001;0.006
0.0048;0.0096;0.980000000000001;0.0056
0.0044;0.008;0.981200000000001;0.0064
0.0048;0.0072;0.982800000000001;0.0052
0.004;0.0096;0.979600000000001;0.0068
0.0032;0.008;0.980000000000001;0.0088
0.006;0.0096;0.980400000000001;0.004
0.006;0.0068;0.979200000000001;0.008
0.008;0.0084;0.976000000000001;0.0076
0.0048;0.0096;0.980400000000001;0.0052
0.004;0.0076;0.983200000000001;0.0052
0.006;0.0068;0.981200000000001;0.006
0.0032;0.0088;0.982800000000001;0.0052
0.0068;0.0088;0.977600000000001;0.0068
0.0056;0.008;0.979200000000001;0.0072
0.0076;0.0056;0.980400000000001;0.0064
0.0064;0.008;0.978800000000001;0.0068
0.0044;0.0076;0.981200000000001;0.0068
0.0056;0.0084;0.978000000000001;0.008
0.0068;0.0092;0.975200000000001;0.0088
0.0052;0.008;0.980800000000001;0.006
0.0036;0.0116;0.980400000000001;0.0044
0.004;0.0104;0.978000000000001;0.0076
0.0052;0.0152;0.974000000000001;0.0056
0.0076;0.008;0.979200000000001;0.0052
0.0052;0.0096;0.980400000000001;0.0048
0.0044;0.0076;0.979600000000001;0.0084
0.0052;0.0092;0.9784;0.0072
0.0044;0.0064;0.982800000000001;0.0064
0.008;0.0092;0.9796;0.0032
0.0036;0.0108;0.979200000000001;0.0064
0.006;0.01;0.978800000000001;0.0052
0.0052;0.0068;0.981600000000001;0.0064
0.0064;0.0072;0.980000000000001;0.0064
0.004;0.0084;0.980800000000001;0.0068
0.0056;0.0068;0.981600000000001;0.006
0.004;0.0072;0.983600000000001;0.0052
0.0044;0.0096;0.977600000000001;0.0084
0.0044;0.0112;0.980800000000001;0.0036
0.0056;0.008;0.980000000000001;0.0064
0.0024;0.01;0.981200000000001;0.0064
0.002;0.008;0.978800000000001;0.0112
0.0044;0.01;0.979200000000001;0.0064
0.0052;0.0088;0.980400000000001;0.0056
0.0052;0.008;0.980000000000001;0.0068
0.006;0.0108;0.9764;0.0068
0.004;0.0084;0.982000000000001;0.0056
0.0072;0.0076;0.980400000000001;0.0048
0.0048;0.01;0.980000000000001;0.0052
0.006;0.0096;0.976800000000001;0.0076
0.006;0.0076;0.9804;0.006
0.006;0.0108;0.976400000000001;0.0068
0.0068;0.0108;0.976400000000001;0.006
0.0048;0.0076;0.984000000000001;0.0036
0.0048;0.01;0.979600000000001;0.0056
0.0052;0.0092;0.981200000000001;0.0044
0.006;0.0104;0.977600000000001;0.006
0.0044;0.0044;0.985200000000001;0.006
0.0064;0.0096;0.98;0.004
0.004;0.0096;0.980000000000001;0.0064
0.0048;0.0096;0.979600000000001;0.006
0.0044;0.0088;0.981600000000001;0.0052
0.0072;0.0068;0.981600000000001;0.0044
0.0048;0.0068;0.979600000000001;0.0088
0.0052;0.008;0.9796;0.0072
0.0056;0.0076;0.980000000000001;0.0068
0.0096;0.0088;0.978400000000001;0.0032
0.0032;0.01;0.976800000000001;0.01
0.006;0.0076;0.980800000000001;0.0056
0.006;0.008;0.978800000000001;0.0072
0.0036;0.0092;0.982000000000001;0.0052
0.0048;0.0076;0.981600000000001;0.006
0.0064;0.0076;0.979200000000001;0.0068
0.0064;0.008;0.98;0.0056
0.0048;0.0076;0.980000000000001;0.0076
0.006;0.006;0.982000000000001;0.006
0.0056;0.0076;0.980400000000001;0.0064
0.0084;0.0076;0.977200000000001;0.0068
0.0064;0.008;0.9816;0.004
0.0068;0.0096;0.978000000000001;0.0056
0.0052;0.0088;0.978800000000001;0.0072
0.0048;0.0084;0.980000000000001;0.0068
0.0056;0.0092;0.974800000000001;0.0104
0.004;0.0088;0.978800000000001;0.0084
0.0068;0.0092;0.977600000000001;0.0064
0.0048;0.008;0.978800000000001;0.0084
0.0036;0.008;0.980800000000001;0.0076
0.0056;0.0076;0.982000000000001;0.0048
0.006;0.008;0.980800000000001;0.0052
0.0052;0.0052;0.984000000000001;0.0056
0.0048;0.0076;0.980400000000001;0.0072
0.0068;0.0068;0.979200000000001;0.0072
0.0028;0.01;0.980000000000001;0.0072
0.006;0.0076;0.9796;0.0068
0.0044;0.0088;0.979200000000001;0.0076
0.0048;0.01;0.979600000000001;0.0056
0.006;0.0092;0.979200000000001;0.0056
0.0048;0.0092;0.980000000000001;0.006
0.0036;0.0064;0.983600000000001;0.0064
0.0072;0.01;0.975200000000001;0.0076
0.004;0.0084;0.982400000000001;0.0052
0.0048;0.0068;0.984400000000001;0.004
0.008;0.008;0.976000000000001;0.008
0.0068;0.01;0.976000000000001;0.0072
0.0032;0.0084;0.980800000000001;0.0076
0.0036;0.0088;0.981600000000001;0.006
0.004;0.0088;0.982000000000001;0.0052
0.008;0.008;0.977200000000001;0.0068
0.0076;0.0068;0.982000000000001;0.0036
0.004;0.0072;0.979200000000001;0.0096
0.0064;0.0092;0.978000000000001;0.0064
0.0056;0.008;0.982400000000001;0.004
0.006;0.008;0.980800000000001;0.0052
0.0068;0.0068;0.980000000000001;0.0064
0.0052;0.0076;0.981600000000001;0.0056
0.0072;0.006;0.982000000000001;0.0048
0.0048;0.0096;0.979600000000001;0.006
0.0068;0.0092;0.981200000000001;0.0028
0.0048;0.01;0.9804;0.0048
0.0032;0.0076;0.982400000000001;0.0068
0.0052;0.0092;0.980400000000001;0.0052
0.004;0.0108;0.979200000000001;0.006
0.0068;0.008;0.9784;0.0068
0.0048;0.0068;0.982800000000001;0.0056
0.0064;0.0072;0.982400000000001;0.004
0.0044;0.0084;0.982400000000001;0.0048
0.0076;0.0056;0.979200000000001;0.0076
0.0048;0.008;0.981600000000001;0.0056
0.0024;0.0104;0.982000000000001;0.0052
0.0056;0.0068;0.9804;0.0072
0.0052;0.0064;0.982800000000001;0.0056
0.006;0.008;0.978400000000001;0.0076
0.0084;0.008;0.978000000000001;0.0056
0.0052;0.008;0.980000000000001;0.0068
0.0056;0.0064;0.980000000000001;0.008
0.0036;0.0076;0.982800000000001;0.006
0.0048;0.0084;0.978400000000001;0.0084
0.0052;0.01;0.978400000000001;0.0064
0.0104;0.0096;0.975200000000001;0.0048
0.008;0.008;0.9756;0.0084
0.0052;0.0088;0.980000000000001;0.006
0.0048;0.0068;0.981600000000001;0.0068
0.004;0.0076;0.978800000000001;0.0096
0.0056;0.0072;0.983200000000001;0.004
0.004;0.0068;0.984000000000001;0.0052
0.0076;0.0052;0.982400000000001;0.0048
0.0064;0.0088;0.979600000000001;0.0052
0.0048;0.01;0.980400000000001;0.0048
0.0044;0.008;0.980800000000001;0.0068
0.0044;0.0076;0.983600000000001;0.0044
0.0072;0.0084;0.977600000000001;0.0068
0.0032;0.008;0.982000000000001;0.0068
0.0048;0.01;0.978000000000001;0.0072
0.0064;0.0108;0.976800000000001;0.006
0.0056;0.0072;0.984000000000001;0.0032
0.0064;0.0076;0.980000000000001;0.006
0.0044;0.01;0.978000000000001;0.0076
0.0052;0.0088;0.980000000000001;0.006
0.0048;0.0068;0.980800000000001;0.0076
0.0052;0.008;0.980800000000001;0.006
0.0056;0.006;0.982800000000001;0.0056
0.0056;0.0072;0.981600000000001;0.0056
0.0032;0.0076;0.983600000000001;0.0056
0.004;0.006;0.985200000000001;0.0048
0.004;0.0072;0.980000000000001;0.0088
0.0056;0.0076;0.980400000000001;0.0064
0.004;0.0072;0.984400000000001;0.0044
0.0052;0.008;0.981200000000001;0.0056
0.0064;0.0088;0.976400000000001;0.0084
0.0068;0.0084;0.980000000000001;0.0048
0.0044;0.0072;0.982000000000001;0.0064
0.0064;0.0072;0.983600000000001;0.0028
0.0044;0.0064;0.984000000000001;0.0052
0.0056;0.0068;0.980800000000001;0.0068
0.004;0.0076;0.982000000000001;0.0064
0.0064;0.0072;0.980800000000001;0.0056
0.0036;0.008;0.985200000000001;0.0032
0.0032;0.0076;0.983200000000001;0.006
0.0044;0.0084;0.983600000000001;0.0036
0.0044;0.0088;0.978800000000001;0.008
0.0048;0.0084;0.980800000000001;0.006
0.0052;0.0056;0.982000000000001;0.0072
0.0072;0.0092;0.977200000000001;0.0064
0.0048;0.0076;0.982800000000001;0.0048
0.0052;0.006;0.981600000000001;0.0072
0.0036;0.0088;0.981600000000001;0.006
0.0056;0.0092;0.979600000000001;0.0056
0.0048;0.0064;0.983600000000001;0.0052
0.0048;0.0092;0.980400000000001;0.0056
0.0044;0.0084;0.981600000000001;0.0056
0.0028;0.008;0.982000000000001;0.0072
0.0048;0.0068;0.984000000000001;0.0044
0.0072;0.0072;0.978800000000001;0.0068
0.004;0.0088;0.981200000000001;0.006
0.0048;0.0052;0.984000000000001;0.006
0.0056;0.0092;0.978000000000001;0.0072
0.0056;0.006;0.985200000000001;0.0032
0.0036;0.0092;0.983600000000001;0.0036
0.0048;0.008;0.982400000000001;0.0048
0.0068;0.0096;0.9796;0.004
0.006;0.0092;0.981600000000001;0.0032
0.0048;0.0116;0.9804;0.0032
0.0044;0.0096;0.981600000000001;0.0044
0.0044;0.0092;0.982400000000001;0.004
0.0064;0.0076;0.981200000000001;0.0048
0.006;0.0084;0.982000000000001;0.0036
0.0044;0.0072;0.979200000000001;0.0092
0.0032;0.0084;0.982400000000001;0.006
0.0072;0.0084;0.979600000000001;0.0048
0.002;0.0076;0.984000000000001;0.0064
0.0016;0.0072;0.986000000000001;0.0052
0.0076;0.0064;0.979200000000001;0.0068
0.0076;0.0044;0.980800000000001;0.0072
0.0072;0.0068;0.981600000000001;0.0044
0.0052;0.0068;0.982000000000001;0.006
0.0076;0.0104;0.9744;0.0076
0.0032;0.0092;0.982400000000001;0.0052
0.0056;0.0108;0.978800000000001;0.0048
0.004;0.0096;0.980000000000001;0.0064
0.0068;0.008;0.980000000000001;0.0052
0.0052;0.006;0.981600000000001;0.0072
0.0044;0.008;0.983200000000001;0.0044
0.0048;0.0072;0.980400000000001;0.0076
0.0056;0.0072;0.982000000000001;0.0052
0.0036;0.008;0.982000000000001;0.0064
0.004;0.0048;0.984000000000001;0.0072
0.0048;0.0092;0.980800000000001;0.0052
0.0032;0.0064;0.983600000000001;0.0068
0.006;0.0076;0.982400000000001;0.004
0.0044;0.0068;0.984000000000001;0.0048
0.006;0.0088;0.980400000000001;0.0048
0.002;0.0096;0.982000000000001;0.0064
0.0048;0.0092;0.982800000000001;0.0032
0.004;0.0076;0.986000000000001;0.0024
0.0052;0.0084;0.981600000000001;0.0048
0.0052;0.0088;0.983600000000001;0.0024
0.0044;0.008;0.980000000000001;0.0076
0.0036;0.0076;0.982800000000001;0.006
0.0048;0.0056;0.983600000000001;0.006
0.0044;0.008;0.981600000000001;0.006
0.0056;0.008;0.980400000000001;0.006
0.006;0.0076;0.982400000000001;0.004
0.0048;0.0072;0.982;0.006
0.004;0.0088;0.982400000000001;0.0048
0.0032;0.0072;0.983600000000001;0.006
0.0044;0.0088;0.980000000000001;0.0068
0.0052;0.01;0.980400000000001;0.0044
0.0036;0.0088;0.983200000000001;0.0044
0.0068;0.0068;0.980000000000001;0.0064
0.008;0.0064;0.980800000000001;0.0048
0.0056;0.01;0.978800000000001;0.0056
0.0056;0.0064;0.982000000000001;0.006
0.0028;0.0112;0.9796;0.0064
0.0076;0.0068;0.981200000000001;0.0044
0.0032;0.0068;0.984800000000001;0.0052
0.0064;0.0092;0.978000000000001;0.0064
0.0064;0.0088;0.976800000000001;0.008
0.0056;0.0068;0.982000000000001;0.0056
0.0036;0.0088;0.982800000000001;0.0048
0.006;0.0068;0.978800000000001;0.0084
0.0056;0.0104;0.978000000000001;0.006
0.0048;0.0088;0.981600000000001;0.0048
0.0024;0.008;0.982800000000001;0.0068
0.0056;0.0072;0.980400000000001;0.0068
0.008;0.006;0.978400000000001;0.0076
0.0068;0.0084;0.978400000000001;0.0064
0.0064;0.0064;0.982400000000001;0.0048
0.0032;0.008;0.982800000000001;0.006
0.0064;0.0068;0.980000000000001;0.0068
0.0044;0.0072;0.983600000000001;0.0048
0.0044;0.008;0.981200000000001;0.0064
0.0036;0.0084;0.980800000000001;0.0072
0.0028;0.0088;0.982400000000001;0.006
0.006;0.0056;0.983600000000001;0.0048
0.0088;0.008;0.977200000000001;0.006
0.0056;0.0084;0.981200000000001;0.0048
0.004;0.0076;0.982400000000001;0.006
0.006;0.0108;0.9784;0.0048
0.004;0.0084;0.982000000000001;0.0056
0.0036;0.0084;0.980000000000001;0.008
0.0056;0.0052;0.980400000000001;0.0088
0.0064;0.0112;0.9764;0.006
0.004;0.0076;0.984400000000001;0.004
0.0064;0.0084;0.980800000000001;0.0044
0.0056;0.0064;0.982000000000001;0.006
0.006;0.0092;0.980800000000001;0.004
0.006;0.0088;0.980000000000001;0.0052
0.0048;0.0052;0.984800000000001;0.0052
0.0044;0.01;0.980800000000001;0.0048
0.0048;0.0072;0.984000000000001;0.004
0.0048;0.0084;0.981200000000001;0.0056
0.004;0.0064;0.985200000000001;0.0044
0.0052;0.008;0.982400000000001;0.0044
0.0056;0.0084;0.981200000000001;0.0048
0.0068;0.0084;0.978400000000001;0.0064
0.0064;0.0052;0.982400000000001;0.006
0.0044;0.0056;0.985200000000001;0.0048
0.0056;0.0084;0.981200000000001;0.0048
0.0044;0.0088;0.982000000000001;0.0048
0.0044;0.0064;0.986000000000001;0.0032
0.0064;0.0072;0.980800000000001;0.0056
0.0052;0.0092;0.976400000000001;0.0092
0.006;0.0072;0.982000000000001;0.0048
0.0072;0.0068;0.979200000000001;0.0068
0.0072;0.0068;0.981200000000001;0.0048
0.0048;0.0084;0.982800000000001;0.004
0.006;0.0112;0.977200000000001;0.0056
0.006;0.008;0.981600000000001;0.0044
0.006;0.0084;0.9804;0.0052
0.0028;0.0084;0.984000000000001;0.0048
0.0052;0.0084;0.980800000000001;0.0056
0.0044;0.0088;0.981200000000001;0.0056
0.0044;0.01;0.982400000000001;0.0032
0.0052;0.0072;0.982000000000001;0.0056
0.0048;0.0108;0.981200000000001;0.0032
0.006;0.0092;0.981200000000001;0.0036
0.0064;0.0084;0.978800000000001;0.0064
0.0056;0.0096;0.978800000000001;0.006
0.0088;0.0096;0.977200000000001;0.0044
0.0064;0.0072;0.981600000000001;0.0048
0.0056;0.01;0.981200000000001;0.0032
0.0064;0.0088;0.979600000000001;0.0052
0.0064;0.0092;0.979600000000001;0.0048
0.0048;0.0088;0.981600000000001;0.0048
0.0052;0.0096;0.978800000000001;0.0064
0.0032;0.008;0.982800000000001;0.006
0.004;0.0064;0.983200000000001;0.0064
0.0088;0.008;0.977600000000001;0.0056
0.0052;0.0084;0.982000000000001;0.0044
0.0048;0.0092;0.982800000000001;0.0032
0.006;0.008;0.980800000000001;0.0052
0.0052;0.0084;0.980800000000001;0.0056
0.0068;0.0068;0.982000000000001;0.0044
0.006;0.0104;0.979600000000001;0.004
0.0048;0.008;0.981600000000001;0.0056
0.006;0.0084;0.978800000000001;0.0068
0.0076;0.0072;0.980400000000001;0.0048
0.004;0.0056;0.984400000000001;0.006
0.0044;0.0068;0.982800000000001;0.006
0.0056;0.0104;0.978000000000001;0.006
0.0052;0.0088;0.978800000000001;0.0072
0.0056;0.0076;0.980800000000001;0.006
0.0052;0.008;0.982800000000001;0.004
0.0044;0.0084;0.983200000000001;0.004
0.004;0.0088;0.983600000000001;0.0036
0.0052;0.008;0.982400000000001;0.0044
0.0064;0.0092;0.980400000000001;0.004
0.0064;0.0104;0.978400000000001;0.0048
0.006;0.008;0.980400000000001;0.0056
0.0056;0.008;0.980800000000001;0.0056
0.0068;0.006;0.982800000000001;0.0044
0.0048;0.0096;0.9796;0.006
0.0044;0.0076;0.982000000000001;0.006
0.0044;0.0096;0.980000000000001;0.006
0.0044;0.012;0.977200000000001;0.0064
0.0044;0.0076;0.982800000000001;0.0052
0.0064;0.006;0.981200000000001;0.0064
0.0052;0.0092;0.979600000000001;0.006
0.0056;0.0084;0.978000000000001;0.008
0.0024;0.0088;0.984400000000001;0.0044
0.0072;0.0072;0.981600000000001;0.004
0.0044;0.0072;0.983200000000001;0.0052
0.0052;0.0104;0.980000000000001;0.0044
0.0044;0.0096;0.980400000000001;0.0056
0.0036;0.01;0.978400000000001;0.008
0.0048;0.0068;0.983600000000001;0.0048
0.0052;0.0096;0.979200000000001;0.006
0.006;0.0072;0.981200000000001;0.0056
0.0056;0.0072;0.982400000000001;0.0048
0.0048;0.0104;0.979200000000001;0.0056
0.006;0.0072;0.979600000000001;0.0072
0.0068;0.0076;0.98;0.0056
0.006;0.01;0.980800000000001;0.0032
0.0052;0.0064;0.983200000000001;0.0052
0.0052;0.01;0.980400000000001;0.0044
0.0052;0.0076;0.982400000000001;0.0048
0.0036;0.0096;0.979600000000001;0.0072
0.0068;0.0088;0.981600000000001;0.0028
0.0048;0.0068;0.982800000000001;0.0056
0.0068;0.0068;0.980000000000001;0.0064
0.0052;0.008;0.981600000000001;0.0052
0.0056;0.008;0.980800000000001;0.0056
0.0056;0.0088;0.978800000000001;0.0068
0.0048;0.0068;0.980400000000001;0.008
0.0052;0.0072;0.982800000000001;0.0048
0.0048;0.0108;0.979600000000001;0.0048
0.0028;0.008;0.981600000000001;0.0076
0.0036;0.0092;0.9816;0.0056
0.006;0.0072;0.983200000000001;0.0036
0.0044;0.0096;0.982400000000001;0.0036
0.0044;0.0092;0.981200000000001;0.0052
0.0032;0.0084;0.982400000000001;0.006
0.0056;0.008;0.982000000000001;0.0044
0.004;0.0084;0.982000000000001;0.0056
0.0056;0.0108;0.978400000000001;0.0052
0.0056;0.008;0.981600000000001;0.0048
0.0064;0.0072;0.980400000000001;0.006
0.004;0.006;0.985200000000001;0.0048
0.0044;0.0104;0.979600000000001;0.0056
0.0048;0.0092;0.978400000000001;0.0076
0.0056;0.008;0.982800000000001;0.0036
0.002;0.0084;0.985200000000001;0.0044
0.0064;0.0068;0.981200000000001;0.0056
0.0044;0.0084;0.983600000000001;0.0036
0.0048;0.01;0.980000000000001;0.0052
0.006;0.0064;0.982800000000001;0.0048
0.0032;0.0108;0.978000000000001;0.008
0.0052;0.0076;0.982400000000001;0.0048
0.0076;0.0072;0.978400000000001;0.0068
0.0052;0.0072;0.981600000000001;0.006
0.006;0.008;0.981200000000001;0.0048
0.0036;0.0084;0.982400000000001;0.0056
0.0064;0.0084;0.979600000000001;0.0056
0.006;0.0092;0.979600000000001;0.0052
0.0056;0.0068;0.984800000000001;0.0028
0.0064;0.0084;0.979600000000001;0.0056
0.0028;0.0088;0.982800000000001;0.0056
0.006;0.0088;0.980000000000001;0.0052
0.0088;0.0088;0.980000000000001;0.0024
0.006;0.006;0.983600000000001;0.0044
0.0056;0.0088;0.978400000000001;0.0072
0.0052;0.0076;0.979600000000001;0.0076
0.0044;0.008;0.981600000000001;0.006
0.0036;0.006;0.982400000000001;0.008
0.006;0.0052;0.984000000000001;0.0048
0.0036;0.0112;0.980400000000001;0.0048
0.0076;0.0092;0.9768;0.0064
0.0048;0.0084;0.980400000000001;0.0064
0.0032;0.0092;0.982000000000001;0.0056
0.0044;0.0076;0.982800000000001;0.0052
0.0076;0.0096;0.975600000000001;0.0072
0.0036;0.008;0.982000000000001;0.0064
0.0056;0.0104;0.977600000000001;0.0064
0.0064;0.008;0.982000000000001;0.0036
0.0048;0.0088;0.982000000000001;0.0044
