action = 0;action = 90;action = 180;action = 270
-288.2353;-450.0000;86.5580;-450.0000
-400.0000;-200.0000;87.0431;-725.0000
-492.3077;-450.0000;86.5799;-450.0000
-371.4286;-450.0000;86.5799;-611.7647
-492.3077;-572.2222;87.8924;-312.5000
-755.5556;-407.6923;86.1326;-421.0526
-300.0000;-417.6471;87.4542;-547.0588
-694.4444;-450.0000;89.2770;-725.0000
-587.5000;-486.6667;86.5580;-450.0000
-576.9231;-371.4286;86.5963;-500.0000
-450.0000;-700.0000;84.8153;-312.5000
-450.0000;-511.1111;87.4080;-400.0000
-661.5385;-656.2500;88.8211;-500.0000
-511.1111;-153.8462;86.5854;-755.5556
-528.5714;-450.0000;88.3834;-587.5000
-547.0588;-413.3333;85.6736;-200.0000
-518.7500;-153.8462;85.6794;-407.6923
-685.7143;-450.0000;85.2559;-352.9412
-700.0000;-482.3529;86.1663;-371.4286
-69.2308;-388.8889;84.2985;-417.6471
-670.0000;-266.6667;84.3560;-560.0000
-633.3333;-400.0000;86.1438;-576.9231
-560.0000;-746.1538;86.6017;-371.4286
-381.2500;-450.0000;85.2199;-450.0000
-633.3333;-611.7647;86.6017;-587.5000
-505.0000;-450.0000;85.2319;-541.6667
-633.3333;-381.2500;82.1211;-214.2857
-450.0000;-560.0000;85.7259;-528.5714
-500.0000;-486.6667;87.0272;-266.6667
-700.0000;-323.0769;87.5051;-500.0000
-450.0000;-312.5000;85.2858;-500.0000
-528.5714;-633.3333;86.5799;-486.6667
-633.3333;-450.0000;86.5963;-541.6667
-587.5000;-633.3333;86.5799;-407.6923
-400.0000;-478.9474;87.0272;-400.0000
-685.7143;-175.0000;87.0061;-536.8421
-100.0000;-486.6667;83.9155;-450.0000
-560.0000;-450.0000;87.4797;-541.6667
-486.6667;-340.0000;86.5745;-482.3529
-700.0000;-661.5385;85.7259;-120.0000
-407.6923;-175.0000;88.3313;-495.8333
-862.5000;-400.0000;84.8460;-323.0769
-746.1538;-120.0000;86.1663;-541.6667
-607.1429;-670.0000;86.1663;-400.0000
-450.0000;-358.3333;87.4695;-633.3333
-685.7143;-423.8095;85.2499;-300.0000
-450.0000;-706.6667;87.9317;-450.0000
-450.0000;-492.3077;86.1438;-450.0000
-417.6471;-266.6667;86.1269;-518.7500
-511.1111;-153.8462;84.3940;-500.0000
-685.7143;-100.0000;85.2319;-417.6471
-486.6667;-685.7143;85.2379;-266.6667
-413.3333;-450.0000;86.5690;-450.0000
-541.6667;-266.6667;87.0114;-685.7143
-450.0000;-417.6471;87.0167;-560.0000
-816.6667;-395.0000;85.7143;-340.0000
-594.7368;-340.0000;86.5690;-450.0000
-358.3333;-670.0000;86.1719;-633.3333
-685.7143;-407.6923;86.1663;-312.5000
-842.8571;-560.0000;87.5203;-560.0000
-319.0476;-358.3333;85.2199;-600.0000
-541.6667;-358.3333;87.4695;-511.1111
-492.3077;-381.2500;86.5690;-450.0000
-862.5000;-492.3077;87.4949;-518.7500
-600.0000;-423.8095;87.8874;-450.0000
-725.0000;-312.5000;87.0061;-371.4286
-505.0000;-371.4286;88.7572;-285.0000
-300.0000;-560.0000;87.0536;-560.0000
-547.0588;-492.3077;86.5635;-450.0000
-323.0769;-725.0000;85.2798;-492.3077
-661.5385;-541.6667;87.4797;-266.6667
-725.0000;-560.0000;86.6017;-486.6667
-511.1111;-312.5000;89.2333;-617.3913
-633.3333;-305.2632;87.4234;-450.0000
-600.0000;-266.6667;86.9955;-450.0000
-492.3077;-600.0000;87.4797;-587.5000
-600.0000;-505.0000;88.8166;-450.0000
-482.3529;-417.6471;87.9022;-300.0000
-482.3529;-482.3529;88.3456;-266.6667
-576.9231;-340.0000;87.9464;-661.5385
-661.5385;-288.2353;87.4593;-450.0000
-661.5385;-323.0769;87.4695;-518.7500
-700.0000;-371.4286;87.0272;-381.2500
-541.6667;-327.7778;85.6561;-381.2500
-587.5000;-700.0000;88.3976;-656.2500
-450.0000;-238.4615;87.9072;-611.7647
-587.5000;-511.1111;87.9219;-57.1429
-450.0000;-371.4286;88.3361;-407.6923
-340.0000;-371.4286;86.0930;-541.6667
-266.6667;-450.0000;87.4491;-560.0000
-371.4286;-486.6667;86.6126;-661.5385
-670.0000;-450.0000;86.1663;-611.7647
-611.7647;-388.8889;87.4388;-323.0769
-633.3333;-266.6667;88.3787;-560.0000
-607.1429;-492.3077;87.9366;-300.0000
-800.0000;-656.2500;88.3976;-450.0000
-541.6667;-423.8095;87.9121;-450.0000
-694.4444;-450.0000;87.9415;-400.0000
-607.1429;-528.5714;86.6180;-450.0000
-661.5385;-417.6471;88.3645;-358.3333
-670.0000;-358.3333;88.8393;-607.1429
-486.6667;-292.8571;88.3170;-282.6087
-607.1429;-685.7143;87.9660;-500.0000
-725.0000;-413.3333;88.8166;-388.8889
-340.0000;-511.1111;88.3503;-423.8095
-413.3333;-576.9231;88.8075;-340.0000
-478.9474;-312.5000;88.3408;-450.0000
-541.6667;-450.0000;86.1551;-371.4286
-400.0000;-492.3077;85.6911;-450.0000
-700.0000;-450.0000;88.4023;-755.5556
-450.0000;-417.6471;88.8029;-500.0000
-780.0000;-450.0000;87.0746;-381.2500
-500.0000;-407.6923;88.3834;-607.1429
-492.3077;-780.0000;88.3740;-266.6667
-505.0000;-800.0000;88.3598;-358.3333
-725.0000;-450.0000;87.0641;-450.0000
-413.3333;-670.0000;88.3929;-700.0000
-371.4286;-600.0000;85.2858;-266.6667
-292.8571;-482.3529;90.5830;-587.5000
-388.8889;-486.6667;90.1265;-656.2500
-652.6316;-450.0000;88.8438;-725.0000
-633.3333;-371.4286;87.4644;-371.4286
-528.5714;-572.2222;86.6180;100.0000
-486.6667;-482.3529;89.2464;-661.5385
-710.5263;-312.5000;87.9219;-450.0000
-746.1538;-323.0769;85.2977;-340.0000
-580.9524;-413.3333;87.4542;-633.3333
-492.3077;-450.0000;87.9022;-400.0000
100.0000;-676.4706;87.0272;-482.3529
-755.5556;-300.0000;87.9464;-587.5000
-500.0000;-175.0000;88.3170;-423.8095
-238.4615;-607.1429;88.3693;-685.7143
-633.3333;-615.0000;88.8257;-340.0000
-238.4615;-528.5714;88.7892;-576.9231
-492.3077;-685.7143;86.6126;-560.0000
-560.0000;-500.0000;88.3787;-214.2857
-755.5556;-200.0000;87.5051;-633.3333
-450.0000;-417.6471;85.7027;-266.6667
-120.0000;-547.0588;88.7938;-536.8421
-600.0000;-421.0526;88.3456;-312.5000
-312.5000;-300.0000;87.0272;-607.1429
-413.3333;-560.0000;86.1719;-633.3333
-358.3333;-292.8571;86.1438;-576.9231
-193.3333;-388.8889;88.7709;-572.2222
-633.3333;-371.4286;88.8211;-450.0000
-661.5385;-358.3333;88.8257;-607.1429
-541.6667;-700.0000;86.6288;-388.8889
-400.0000;-482.3529;87.4695;-371.4286
-500.0000;-478.9474;87.9366;-725.0000
-541.6667;-450.0000;87.9513;-482.3529
-607.1429;-528.5714;89.2683;-358.3333
-694.4444;-400.0000;88.3645;-492.3077
-661.5385;-358.3333;87.0483;-541.6667
-633.3333;-312.5000;86.5963;-576.9231
-511.1111;-547.0588;88.3693;-486.6667
-511.1111;-492.3077;87.5051;-492.3077
-327.7778;-541.6667;87.0167;-238.4615
-500.0000;-541.6667;87.5051;-358.3333
-607.1429;-300.0000;88.3929;-600.0000
-492.3077;-528.5714;88.8257;-541.6667
-600.0000;-560.0000;86.1775;-358.3333
-633.3333;-611.7647;89.2596;-576.9231
-230.0000;-486.6667;87.0325;-560.0000
-587.5000;-587.5000;87.9513;-500.0000
-450.0000;-661.5385;88.8393;-576.9231
-576.9231;-505.0000;88.8029;-500.0000
-547.0588;-144.4444;88.4023;-1000.0000
-536.8421;-400.0000;89.2639;-700.0000
-560.0000;-450.0000;86.1551;-323.0769
-486.6667;-518.7500;86.5908;-312.5000
-511.1111;-656.2500;89.2944;-511.1111
-656.2500;-323.0769;87.4949;-587.5000
-661.5385;-323.0769;88.7984;-421.0526
-450.0000;-576.9231;88.7984;-518.7500
-600.0000;-576.9231;88.8302;-528.5714
-450.0000;-214.2857;87.4797;-633.3333
-611.7647;-492.3077;87.9317;-388.8889
-518.7500;-340.0000;87.0114;-327.7778
-450.0000;-607.1429;87.4593;-214.2857
-492.3077;-340.0000;87.0483;-450.0000
-661.5385;-266.6667;87.9219;-407.6923
-511.1111;-572.2222;89.2639;-450.0000
-600.0000;-450.0000;87.4644;-395.0000
-800.0000;-378.2609;87.4644;-511.1111
-661.5385;-175.0000;87.4797;-340.0000
-400.0000;-528.5714;89.6945;-450.0000
-400.0000;-541.6667;87.5051;-541.6667
-214.2857;-450.0000;86.5799;-482.3529
-661.5385;-486.6667;89.2944;-816.6667
-352.9412;-327.7778;88.3313;-607.1429
-541.6667;-560.0000;87.9415;-450.0000
-450.0000;-413.3333;87.0431;-407.6923
-528.5714;-652.6316;88.7847;-120.0000
-633.3333;-560.0000;88.3881;-560.0000
-560.0000;-407.6923;86.1551;-607.1429
-413.3333;-407.6923;87.4746;-407.6923
-175.0000;-400.0000;88.7801;-421.0526
-518.7500;-482.3529;88.8029;-500.0000
-492.3077;-528.5714;88.8211;-661.5385
-323.0769;-528.5714;87.4898;-600.0000
-700.0000;-528.5714;87.4848;-371.4286
-511.1111;-541.6667;88.3503;-413.3333
-500.0000;-417.6471;87.9072;-587.5000
-292.8571;-518.7500;87.0272;-500.0000
-247.3684;-547.0588;87.4337;-407.6923
-587.5000;-725.0000;87.4949;-576.9231
-450.0000;-450.0000;87.9121;-576.9231
-587.5000;-594.7368;87.5051;-862.5000
-505.0000;-193.3333;87.4286;-486.6667
-450.0000;-694.4444;87.5000;-312.5000
-560.0000;-541.6667;88.8302;-500.0000
-358.3333;-371.4286;87.0325;-580.9524
-450.0000;-266.6667;87.4542;-576.9231
-633.3333;-528.5714;87.4949;-607.1429
-340.0000;-371.4286;86.1663;-600.0000
-633.3333;-547.0588;88.3693;-450.0000
-352.9412;-547.0588;87.4439;-407.6923
-560.0000;-633.3333;87.9219;-243.7500
-670.0000;-371.4286;87.9415;-576.9231
-607.1429;-633.3333;86.6017;-312.5000
-764.2857;-500.0000;87.5000;-400.0000
-266.6667;-450.0000;85.2199;-450.0000
-407.6923;-725.0000;85.3036;-755.5556
-486.6667;-607.1429;88.8211;-700.0000
-560.0000;-407.6923;88.3693;-576.9231
-450.0000;-323.0769;84.7844;-413.3333
-450.0000;-842.8571;87.5152;-511.1111
-400.0000;-450.0000;87.4439;-450.0000
-560.0000;-656.2500;87.4848;-587.5000
-500.0000;-478.9474;87.8874;-450.0000
-576.9231;-528.5714;86.1551;-230.0000
-576.9231;-607.1429;86.1156;-288.2353
-450.0000;-407.6923;84.8091;-352.9412
-371.4286;-518.7500;89.6987;-685.7143
-450.0000;-482.3529;86.5799;-450.0000
-528.5714;-486.6667;86.6071;-371.4286
-700.0000;-450.0000;87.0641;-492.3077
-600.0000;-371.4286;86.1326;-656.2500
-560.0000;-661.5385;87.9562;-800.0000
-450.0000;-371.4286;84.8522;-700.0000
-633.3333;-725.0000;88.8348;-576.9231
-400.0000;-746.1538;87.9317;-413.3333
-547.0588;-511.1111;89.2596;-656.2500
-505.0000;-300.0000;86.5361;-572.2222
-505.0000;-323.0769;84.3049;-528.5714
-518.7500;-450.0000;84.8276;-388.8889
-560.0000;-450.0000;85.7259;-780.0000
-587.5000;-404.1667;87.0061;-492.3077
-144.4444;-755.5556;89.2377;-450.0000
-576.9231;-395.0000;87.8924;-528.5714
-528.5714;-541.6667;85.3036;-500.0000
-500.0000;-450.0000;86.5745;-500.0000
-175.0000;-572.2222;84.8399;-528.5714
-862.5000;-358.3333;89.2857;-862.5000
-381.2500;-450.0000;85.6678;-371.4286
-587.5000;-292.8571;83.5356;-816.6667
-223.5294;-560.0000;87.8973;-528.5714
-407.6923;100.0000;84.4066;-700.0000
-200.0000;-528.5714;86.1719;-656.2500
-518.7500;-576.9231;88.7984;-518.7500
-685.7143;-511.1111;87.0272;-400.0000
-363.1579;-576.9231;85.6911;-450.0000
-407.6923;-450.0000;85.7027;-400.0000
-363.1579;-528.5714;87.4439;-528.5714
-633.3333;-486.6667;87.0325;-518.7500
-358.3333;-486.6667;86.1269;-486.6667
-407.6923;-492.3077;87.9121;-611.7647
-528.5714;-407.6923;86.1269;-266.6667
-528.5714;-560.0000;84.7596;-200.0000
-305.2632;-560.0000;87.9022;-900.0000
-607.1429;-511.1111;86.5745;-340.0000
-450.0000;-518.7500;87.4593;-371.4286
-340.0000;-607.1429;86.1495;-685.7143
-450.0000;-486.6667;85.6969;-541.6667
-238.4615;-407.6923;83.9220;-500.0000
-388.8889;-450.0000;86.1495;-576.9231
-492.3077;-327.7778;86.9955;-381.2500
-560.0000;-492.3077;87.4848;-400.0000
-482.3529;-292.8571;84.7658;-371.4286
-300.0000;-193.3333;84.3305;-741.1765
-607.1429;-358.3333;84.3560;-492.3077
-312.5000;-381.2500;86.1156;-633.3333
-450.0000;-413.3333;86.6180;-600.0000
-478.9474;-478.9474;88.7984;-528.5714
-528.5714;-633.3333;87.0536;-560.0000
-500.0000;-238.4615;87.8825;-607.1429
-587.5000;-450.0000;86.5963;-312.5000
-450.0000;-230.0000;86.1663;-576.9231
-340.0000;-500.0000;85.2798;-323.0769
-400.0000;-741.1765;89.2639;-323.0769
-371.4286;-656.2500;86.1495;-450.0000
-500.0000;-450.0000;86.5963;-323.0769
-633.3333;-352.9412;88.3503;-381.2500
-633.3333;-587.5000;87.5152;-518.7500
-450.0000;-492.3077;87.9022;-450.0000
-700.0000;-607.1429;88.3834;-492.3077
-576.9231;-560.0000;88.3598;-486.6667
-300.0000;-327.7778;86.5526;-547.0588
-492.3077;-685.7143;86.6017;-450.0000
-500.0000;-541.6667;88.8211;-611.7647
-371.4286;-670.0000;85.2679;-266.6667
-560.0000;-400.0000;90.1586;-706.6667
-518.7500;-450.0000;88.3550;-450.0000
-518.7500;-492.3077;87.9317;-340.0000
-363.1579;-200.0000;87.9022;-706.6667
-358.3333;-611.7647;87.4898;-511.1111
-780.0000;-560.0000;90.1706;-450.0000
-611.7647;-100.0000;87.0061;-352.9412
-725.0000;-340.0000;87.0746;-560.0000
-486.6667;-371.4286;89.7113;-633.3333
-450.0000;-450.0000;88.3834;-528.5714
-358.3333;-505.0000;91.0460;-800.0000
-450.0000;-587.5000;86.1438;-323.0769
-560.0000;-450.0000;89.2596;-486.6667
-611.7647;-450.0000;88.8302;-511.1111
-670.0000;-450.0000;88.4023;-450.0000
-450.0000;-576.9231;88.3881;-381.2500
-500.0000;-560.0000;88.3645;-633.3333
-633.3333;-340.0000;87.9219;-400.0000
-572.2222;-670.0000;89.2552;-193.3333
-388.8889;-200.0000;86.5471;-388.8889
-725.0000;-371.4286;88.3503;-131.5789
-300.0000;-656.2500;89.7154;-407.6923
-700.0000;-381.2500;88.7892;-230.0000
-363.1579;-511.1111;88.8120;-450.0000
-300.0000;-576.9231;86.1719;-450.0000
-358.3333;-363.1579;88.3456;-413.3333
-755.5556;-492.3077;87.0746;-340.0000
-633.3333;-511.1111;88.3787;-413.3333
-340.0000;-312.5000;89.2464;-536.8421
-633.3333;-541.6667;87.5405;-528.5714
-413.3333;-371.4286;88.8211;-600.0000
-633.3333;-288.2353;87.9022;-312.5000
-670.0000;-511.1111;88.8257;-500.0000
-450.0000;-576.9231;87.9660;-388.8889
-450.0000;-518.7500;87.9170;-450.0000
-560.0000;-292.8571;88.3456;-288.2353
-450.0000;-288.2353;89.2333;-407.6923
-200.0000;-518.7500;89.2727;-633.3333
-560.0000;-633.3333;89.2814;-486.6667
-633.3333;-486.6667;87.5000;-358.3333
-607.1429;-450.0000;88.3598;-69.2308
-528.5714;-478.9474;90.6021;-450.0000
-633.3333;-413.3333;89.2727;-358.3333
-560.0000;-633.3333;88.8709;-560.0000
-450.0000;-450.0000;90.5676;-363.1579
-492.3077;-450.0000;89.2683;-576.9231
-417.6471;-421.0526;90.1345;-500.0000
-450.0000;-560.0000;90.6288;-725.0000
-541.6667;-450.0000;91.0387;-611.7647
-371.4286;-511.1111;87.4898;-340.0000
-670.0000;-611.7647;91.0496;-413.3333
-528.5714;-223.5294;91.0350;-706.6667
-1000.0000;-407.6923;88.4070;-238.4615
-450.0000;-536.8421;89.2596;-400.0000
-388.8889;-486.6667;87.9268;-312.5000
-661.5385;-611.7647;88.8302;-587.5000
-492.3077;-371.4286;89.2727;-541.6667
-607.1429;-633.3333;88.8438;-266.6667
-266.6667;-363.1579;89.6693;-547.0588
-450.0000;-633.3333;90.1905;-793.7500
-541.6667;-587.5000;91.9381;-450.0000
-576.9231;-363.1579;88.3693;-755.5556
-587.5000;-560.0000;90.1706;-486.6667
-670.0000;-300.0000;89.7071;-423.8095
-528.5714;-327.7778;89.2639;-518.7500
-587.5000;-685.7143;89.7113;-300.0000
-633.3333;-600.0000;89.3247;-842.8571
-450.0000;-450.0000;91.0423;-450.0000
-830.7692;-381.2500;88.8120;-407.6923
-764.2857;-352.9412;89.6903;-413.3333
-700.0000;-144.4444;87.0325;-800.0000
-505.0000;-413.3333;88.3456;-400.0000
-340.0000;-528.5714;89.6945;-476.1905
-576.9231;-587.5000;89.7196;-560.0000
-450.0000;-450.0000;88.8438;-633.3333
-266.6667;-633.3333;89.2596;-450.0000
-755.5556;-407.6923;89.2727;-417.6471
-576.9231;-706.6667;89.2639;-323.0769
-600.0000;-450.0000;90.5868;-486.6667
-511.1111;-153.8462;86.9796;-536.8421
-450.0000;-340.0000;87.4542;-725.0000
-560.0000;-300.0000;87.4695;-381.2500
-312.5000;-560.0000;87.4898;-450.0000
-300.0000;-611.7647;89.7196;-600.0000
-541.6667;-220.8333;91.0020;-536.8421
-450.0000;-450.0000;89.2157;-450.0000
-587.5000;-587.5000;87.0955;-633.3333
-388.8889;-450.0000;87.8973;-528.5714
-486.6667;-400.0000;87.4848;-407.6923
-725.0000;-358.3333;90.6021;-572.2222
-633.3333;-633.3333;89.7238;-450.0000
-413.3333;-450.0000;90.1666;-908.3333
-450.0000;-518.7500;90.1626;-450.0000
-633.3333;-511.1111;90.1626;-492.3077
-528.5714;-541.6667;86.6180;-266.6667
-587.5000;-633.3333;92.3953;-661.5385
-576.9231;-500.0000;90.1546;-371.4286
-388.8889;-450.0000;89.2552;-1000.0000
-482.3529;-300.0000;90.1546;-607.1429
-266.6667;-413.3333;90.1626;-725.0000
-395.0000;-388.8889;87.9366;-633.3333
-417.6471;-560.0000;87.8973;-135.7143
-706.6667;-230.0000;87.4644;-633.3333
-560.0000;-193.3333;86.5963;-323.0769
-450.0000;-633.3333;89.7196;-600.0000
-746.1538;-528.5714;89.7238;-400.0000
-725.0000;-388.8889;90.1666;-450.0000
-1000.0000;-400.0000;90.1945;-607.1429
-450.0000;-486.6667;90.5945;-478.9474
-511.1111;-780.0000;87.9903;-587.5000
-661.5385;-450.0000;91.0496;-706.6667
-486.6667;-587.5000;90.1305;-417.6471
-576.9231;-486.6667;90.1546;-607.1429
-725.0000;-587.5000;90.6174;-607.1429
-450.0000;-511.1111;90.1546;-633.3333
-492.3077;-780.0000;91.0533;-407.6923
-312.5000;-694.4444;91.9283;-371.4286
-450.0000;-652.6316;90.1466;-323.0769
-288.2353;-413.3333;90.1305;-656.2500
-500.0000;-800.0000;89.7488;-560.0000
-576.9231;-371.4286;91.4902;-676.4706
-560.0000;-518.7500;89.2464;-633.3333
-450.0000;-388.8889;91.0131;-450.0000
-450.0000;-476.1905;87.9268;-576.9231
-312.5000;-746.1538;90.1385;-388.8889
-633.3333;-706.6667;91.0678;-780.0000
-710.5263;-486.6667;91.0387;-300.0000
-511.1111;-492.3077;87.9317;-417.6471
-780.0000;-450.0000;87.0902;-340.0000
-492.3077;-486.6667;91.0460;-413.3333
-541.6667;-652.6316;90.5906;-371.4286
-800.0000;-492.3077;89.7280;-407.6923
-560.0000;-352.9412;89.2508;-352.9412
-492.3077;-670.0000;90.6136;-656.2500
-877.7778;-576.9231;88.8754;-450.0000
-528.5714;-450.0000;90.5906;-413.3333
-421.0526;-482.3529;91.0241;-323.0769
-518.7500;-421.0526;91.9315;-400.0000
-528.5714;-725.0000;91.9545;-381.2500
-560.0000;-407.6923;89.7321;-576.9231
-323.0769;-417.6471;87.4746;-300.0000
-633.3333;-725.0000;90.6212;-816.6667
-661.5385;-371.4286;89.7113;-685.7143
-560.0000;-323.0769;90.1905;-890.0000
-528.5714;-725.0000;90.6250;-607.1429
-358.3333;-600.0000;88.8029;-423.8095
-725.0000;-541.6667;90.6212;-661.5385
-511.1111;-862.5000;89.2901;-450.0000
-358.3333;-633.3333;89.7280;-492.3077
-725.0000;-358.3333;89.2987;-633.3333
-407.6923;-670.0000;90.6174;-633.3333
-450.0000;-615.0000;92.3860;-528.5714
-576.9231;-611.7647;91.5144;-528.5714
-423.8095;-700.0000;90.1626;-587.5000
-500.0000;-371.4286;88.4023;-511.1111
-500.0000;-700.0000;91.0460;-340.0000
-352.9412;-482.3529;90.1466;-560.0000
-560.0000;-340.0000;89.7196;-450.0000
-388.8889;-670.0000;90.6098;-400.0000
-500.0000;-908.3333;92.4045;-633.3333
-450.0000;-511.1111;89.7363;-528.5714
-746.1538;-780.0000;91.9675;-358.3333
-633.3333;-600.0000;89.2727;-243.7500
-670.0000;-576.9231;89.7071;-388.8889
-842.8571;-407.6923;87.5354;-388.8889
-518.7500;-200.0000;89.2639;-450.0000
-656.2500;-607.1429;89.7071;-541.6667
-528.5714;-450.0000;88.3834;-528.5714
-323.0769;-266.6667;90.6021;-611.7647
-560.0000;-633.3333;90.1826;-492.3077
-266.6667;-528.5714;89.7071;-421.0526
-587.5000;-371.4286;90.6174;-725.0000
-340.0000;-550.0000;90.5983;-518.7500
-421.0526;-587.5000;91.0423;-611.7647
-528.5714;-352.9412;91.9315;-486.6667
-600.0000;-511.1111;89.7154;-450.0000
-500.0000;-725.0000;91.5179;-676.4706
-725.0000;-450.0000;91.9512;-230.0000
-407.6923;-500.0000;90.1706;-450.0000
-450.0000;-685.7143;90.6326;-800.0000
-587.5000;-340.0000;90.5791;-288.2353
-450.0000;-528.5714;89.7238;-518.7500
-486.6667;-413.3333;90.5906;-486.6667
-547.0588;-413.3333;90.1305;-381.2500
-685.7143;-607.1429;91.9348;-352.9412
-407.6923;-243.7500;88.7847;-421.0526
-587.5000;-633.3333;89.7488;-842.8571
-725.0000;-388.8889;89.2814;-266.6667
-352.9412;-486.6667;89.7029;-400.0000
-541.6667;-518.7500;91.5110;-890.0000
-500.0000;-266.6667;88.4023;-528.5714
-423.8095;-877.7778;90.6250;-633.3333
-450.0000;-633.3333;91.9578;-676.4706
-528.5714;-607.1429;90.1666;-600.0000
-340.0000;-500.0000;87.0220;-312.5000
-450.0000;-327.7778;90.1546;-587.5000
-450.0000;-541.6667;88.8393;-816.6667
-482.3529;-607.1429;87.9072;-238.4615
-492.3077;-300.0000;87.9415;-407.6923
-528.5714;-323.0769;89.6735;-312.5000
-700.0000;-633.3333;89.2727;-238.4615
-450.0000;-661.5385;89.7113;-312.5000
-511.1111;-816.6667;88.8664;-486.6667
-633.3333;-266.6667;89.2333;-319.0476
-323.0769;-528.5714;89.2770;-400.0000
-587.5000;-450.0000;90.6021;-587.5000
-450.0000;-576.9231;91.5144;-518.7500
-576.9231;-371.4286;91.4868;-572.2222
-266.6667;-685.7143;89.6987;-450.0000
-400.0000;-607.1429;91.0533;-450.0000
-266.6667;-607.1429;90.1345;-511.1111
-352.9412;-725.0000;91.4624;-426.0870
-755.5556;-755.5556;89.7695;-755.5556
-312.5000;-371.4286;89.7196;-755.5556
-830.7692;-528.5714;89.7405;-528.5714
-560.0000;-685.7143;89.3161;-633.3333
-725.0000;-358.3333;91.4868;-476.1905
-633.3333;-511.1111;88.8393;-486.6667
-486.6667;-400.0000;91.4972;-518.7500
-482.3529;-292.8571;89.6903;-413.3333
-175.0000;-706.6667;88.8075;-656.2500
-511.1111;-560.0000;87.5101;-560.0000
-505.0000;-381.2500;90.5830;-600.0000
-450.0000;-492.3077;87.5203;-633.3333
-144.4444;-407.6923;88.3693;-536.8421
-266.6667;-633.3333;86.6126;-600.0000
-670.0000;-421.0526;90.1546;-407.6923
-388.8889;-450.0000;87.5101;-407.6923
-193.3333;-780.0000;89.2683;-486.6667
-450.0000;-247.3684;88.7663;-407.6923
-230.0000;-450.0000;87.4439;-288.2353
-407.6923;-706.6667;91.9447;-685.7143
-541.6667;-633.3333;90.1666;-388.8889
-450.0000;-352.9412;89.2464;-450.0000
-661.5385;-450.0000;87.9513;-685.7143
-560.0000;-528.5714;89.2944;-670.0000
-518.7500;-661.5385;90.5945;-413.3333
-450.0000;-607.1429;90.1506;-400.0000
-518.7500;-670.0000;91.0569;-607.1429
-358.3333;-492.3077;90.1586;-587.5000
-511.1111;-511.1111;88.8302;-500.0000
-400.0000;-694.4444;90.1826;-816.6667
-266.6667;-486.6667;87.9806;-725.0000
-478.9474;-450.0000;90.1706;-500.0000
-560.0000;-421.0526;91.0423;-670.0000
-340.0000;-371.4286;89.2421;-560.0000
-656.2500;-450.0000;90.6174;-541.6667
-511.1111;-685.7143;90.1586;-205.5556
-175.0000;-541.6667;88.3976;-560.0000
-725.0000;-371.4286;88.3645;-323.0769
-340.0000;-611.7647;91.9250;-450.0000
-780.0000;-340.0000;91.5041;-560.0000
-611.7647;-371.4286;89.7238;-528.5714
-400.0000;-700.0000;89.2901;-407.6923
-407.6923;-547.0588;91.0460;-492.3077
-486.6667;-478.9474;91.0496;-587.5000
-576.9231;-478.9474;91.9315;-528.5714
-300.0000;-450.0000;90.1426;-450.0000
-633.3333;-193.3333;88.3456;-450.0000
-633.3333;-352.9412;91.9479;-633.3333
-395.0000;-300.0000;87.4746;-560.0000
-482.3529;-407.6923;90.5868;-381.2500
-633.3333;-560.0000;91.5144;-576.9231
-395.0000;-407.6923;90.5945;-800.0000
-572.2222;-120.0000;89.2683;-541.6667
-340.0000;-423.8095;91.0277;-547.0588
-755.5556;-381.2500;90.1905;-587.5000
-388.8889;-528.5714;88.3740;-340.0000
-266.6667;-352.9412;91.0460;-670.0000
-400.0000;-450.0000;90.6021;-486.6667
-371.4286;-371.4286;88.8120;-423.8095
-560.0000;-547.0588;90.1746;-780.0000
-830.7692;-594.7368;89.2464;-69.2308
-511.1111;-323.0769;88.8029;-576.9231
-656.2500;-450.0000;89.2683;-528.5714
-587.5000;-450.0000;89.2901;-214.2857
-587.5000;-352.9412;89.2814;-633.3333
-633.3333;-381.2500;91.4868;-547.0588
-500.0000;-572.2222;90.1626;-600.0000
-450.0000;-611.7647;89.7280;-587.5000
-407.6923;-407.6923;87.8676;-365.3846
-656.2500;-340.0000;89.2857;-560.0000
-292.8571;-450.0000;91.4902;-615.0000
-611.7647;-340.0000;89.7321;-292.8571
-600.0000;-518.7500;91.9578;-600.0000
-518.7500;-407.6923;90.1385;-417.6471
-633.3333;-560.0000;91.9315;-421.0526
-388.8889;-340.0000;89.7071;-511.1111
-492.3077;-560.0000;89.2901;-541.6667
-450.0000;-153.8462;91.4729;-633.3333
-528.5714;-478.9474;88.3456;-153.8462
-670.0000;-670.0000;90.1746;-417.6471
-661.5385;-407.6923;90.6136;-323.0769
-381.2500;-266.6667;88.8029;-492.3077
-492.3077;-323.0769;89.7071;-518.7500
-560.0000;-400.0000;90.5868;-413.3333
-511.1111;-755.5556;89.2857;-633.3333
-816.6667;-560.0000;88.3929;-388.8889
-407.6923;-292.8571;86.1495;-500.0000
-633.3333;-607.1429;87.5152;-560.0000
-500.0000;-725.0000;87.5101;-500.0000
-528.5714;-560.0000;87.9268;-500.0000
-421.0526;-755.5556;89.2464;-417.6471
-830.7692;-407.6923;88.8393;-780.0000
-450.0000;-500.0000;87.5051;-528.5714
-288.2353;-755.5556;89.2727;-576.9231
