action = 0;action = 180
-195.8621;86.9214
-150.3448;83.1847
-189.8649;84.0986
-158.8235;79.5262
-215.2866;87.7934
-195.8621;85.0531
-175.0000;82.2881
-193.8931;84.2127
-184.3537;86.9103
-230.0000;85.0213
-197.9167;83.6587
-153.2374;78.1025
-182.8571;83.2203
-173.0496;80.4154
-232.2148;85.4955
-185.4430;82.6217
-186.6197;82.7396
-201.3699;84.1121
-196.1538;84.9829
-115.6863;80.7840
-239.5973;87.8350
-175.0000;84.0716
-208.3333;83.7416
-124.0741;83.5329
-143.6242;82.6882
-129.1667;82.2581
-118.5430;82.6735
-147.8873;82.7396
-154.3750;84.9573
-176.8707;81.7680
-201.2739;85.9155
-173.0496;82.2806
-214.2857;85.5508
-162.2517;81.7369
-178.8732;84.6056
-171.3333;84.5532
-182.4324;86.4371
-159.7222;83.6587
-98.3607;79.6468
-140.8759;82.3106
-183.3333;84.6706
-157.9310;85.9873
-208.3333;85.5997
-215.3846;85.0658
-147.2868;83.7621
-176.9231;83.1990
-178.8732;83.6726
-182.4324;84.5663
-235.4610;87.8762
-116.5354;80.0674
-140.3974;84.0783
-231.5068;88.3178
-169.2308;85.0658
-124.8175;83.2416
-221.7687;87.3778
-206.4286;86.0169
-172.8682;82.3703
-134.4262;80.1093
-171.0145;82.7688
-211.1842;86.8825
-171.0145;82.7688
-178.8732;81.3401
-238.4615;82.4591
-138.0597;79.5435
-178.8732;83.2061
-143.6709;81.6823
-150.3448;79.9151
-198.6755;83.6100
-145.3237;81.8297
-205.1095;84.6382
-178.8732;81.8066
-176.8212;84.0783
-194.7712;84.0648
-141.6667;79.0963
-198.0645;85.4584
-161.9048;83.1704
-207.3529;78.5956
-211.9403;81.8681
-182.6389;82.7250
-197.7444;81.8758
-168.7023;81.8911
-166.0131;85.0021
-138.8158;79.8552
-208.0000;85.9574
-142.7586;81.7834
-208.9041;80.8411
-195.5224;79.0786
-200.7194;81.3638
-198.4496;80.5146
-186.6197;84.6056
-176.8212;80.8003
-115.2174;77.6461
-191.6667;81.8834
-176.9784;81.8297
-192.3077;84.1324
-194.3662;83.6726
-230.0000;80.9705
-173.0496;78.0839
-182.8571;83.2203
-173.1034;81.7834
-236.5672;80.4734
-162.8931;85.4336
-178.5714;85.9335
-167.5676;84.5663
-183.5938;82.3777
-151.9084;81.4268
-116.6667;79.0963
-176.7742;84.5203
-189.4737;86.4140
-161.5385;84.1324
-234.7826;85.5631
-229.1339;80.9945
-207.6923;81.3322
-247.3684;83.2700
-250.0000;82.3480
-232.7160;85.8854
-197.0803;81.3796
-155.6338;82.7396
-179.3651;84.7094
-193.8356;81.7757
-199.3197;83.6379
-209.1503;85.4708
-251.0638;81.3480
-175.0000;80.4569
-196.7105;82.1976
-178.8732;83.2061
-261.4286;82.7542
-291.1111;85.1163
-203.4483;82.7176
-201.6129;83.3333
-204.7297;84.5663
-109.5238;81.3005
-184.6154;83.1990
-172.9927;81.8451
-142.0000;83.1489
-136.2416;82.6882
-187.9195;85.0276
-200.7813;81.4503
-187.5817;83.5961
-213.0769;82.8270
-170.8955;79.5435
-230.0000;85.0213
-158.8235;82.3181
-178.7671;84.5794
-269.1781;85.9813
-130.7692;79.9321
-120.0000;79.4915
-123.1884;79.9746
-177.0992;83.2841
-212.0567;84.1458
-221.7687;87.3778
-181.8750;85.4274
-250.7246;86.4945
-185.1852;82.7907
-215.4412;82.3181
-234.0741;81.8605
-237.2263;84.6382
-218.6207;82.7176
-186.9565;82.3031
-164.9635;82.7761
-152.5926;80.9302
-146.7949;83.1058
-105.7554;80.4320
-141.0959;82.7103
-142.7586;80.8493
-216.5468;82.2956
-168.8889;80.9302
-130.7692;80.3988
-173.1034;84.5860
-126.4706;79.0609
-202.8986;82.7688
-220.1493;82.7980
-160.5263;81.7291
-249.6689;89.2295
-201.3699;81.3084
-202.8986;82.7688
-208.6331;81.3638
-168.8889;80.0000
-255.8824;85.1100
-135.2201;79.3251
-228.4722;81.7912
-256.1151;83.6934
-241.3793;84.1189
-138.8158;81.7291
-110.6383;82.7469
-167.3611;83.6587
-237.0968;82.4074
-209.3750;83.0769
-166.1290;80.0926
-226.8116;83.2345
-157.2581;76.3889
-231.5068;81.7757
-234.0741;82.7907
-231.6176;85.5753
-159.7222;83.6587
-188.2759;85.5202
-186.0000;81.7447
-208.3333;84.6706
-210.4839;81.4815
-152.7027;82.6956
-102.0408;78.9630
-193.3333;82.8992
-186.9565;83.2345
-151.9084;81.4268
-175.0000;83.2203
-107.6923;81.7989
-199.3671;84.9701
-202.1127;85.5386
-177.2358;81.0265
-164.6617;82.3405
-134.6667;85.0213
-117.1053;83.6031
-169.8113;85.9035
-123.0769;82.7323
-190.2778;85.5263
-144.4444;78.6047
-167.3611;81.3243
-164.0000;83.6170
-169.0647;81.8297
-182.4324;83.1633
-148.3871;80.5556
-196.7105;87.3509
-208.6331;84.1593
-138.4615;81.7989
-168.8889;82.3256
-185.1852;81.8605
-153.8462;80.9705
-166.9118;80.9222
-197.9167;82.7250
-180.8511;80.8817
-197.9167;84.1256
-130.4054;81.2925
-138.8158;84.0716
-175.0000;85.5753
-187.3134;82.3331
-180.6897;80.3822
-139.4558;79.8980
-182.6389;80.3905
-251.3889;85.0594
-139.1304;81.3717
-196.7105;83.6031
-134.5588;79.9915
-185.1852;81.3953
-199.2000;83.3263
-185.7143;83.1202
-192.3077;76.1986
-175.0000;77.7403
-234.7826;83.2345
-208.0000;82.6809
-210.6870;83.7484
-199.3671;84.5004
-223.5294;84.6447
-144.4444;80.0000
-178.9855;82.7688
-136.9231;80.0422
-158.8235;79.5262
-261.0687;85.1414
-149.6454;82.7469
-151.4286;82.2881
-185.1852;81.3953
-173.1544;85.0276
-244.7761;82.3331
-167.3611;82.7250
-180.6897;82.7176
-214.2857;85.5079
-181.2030;80.9463
-215.4412;84.1794
-215.3846;81.3322
-169.8113;81.2046
-145.2703;81.7602
-168.8889;82.7907
-173.1544;80.8167
-230.7692;85.0658
-234.0741;80.4651
-223.5294;78.2864
-208.3333;80.9544
-145.2703;81.7602
-128.4615;80.5063
-195.5224;83.7278
-205.5556;84.1256
-124.8175;81.8451
-98.0000;78.9362
-191.6667;83.7416
-153.8462;83.1990
-165.2482;82.7469
-201.4815;81.8605
-194.9275;85.0974
-215.3333;83.1489
-194.2675;84.5070
-221.7687;82.7029
-172.9323;80.4816
-163.6986;85.5140
-175.0000;85.9455
-130.0654;84.5334
-177.0992;84.6771
-136.8056;81.3243
-226.4516;85.9275
-158.3333;80.4899
-165.5172;80.8493
-190.2778;82.2581
-141.2903;84.5203
-153.8462;83.5751
-171.0145;82.3031
-193.3333;82.3256
-151.4286;82.2881
-146.0526;81.7291
-178.6667;84.0851
-234.4000;83.7895
-189.8649;85.0340
-180.6897;83.6518
-182.8571;83.2203
-158.8235;85.0021
-160.1351;83.6310
-203.7313;85.5875
-116.6667;80.9544
-199.3197;85.0404
-175.0000;82.3480
-157.9310;82.7176
-141.0959;82.7103
-155.0725;81.8374
-162.2517;84.0783
-184.6154;84.1324
-156.6667;81.5126
-155.0725;82.7688
-178.6667;86.8936
-99.3289;81.2846
-167.1429;81.8220
-152.4590;82.4222
-167.1429;79.4915
-146.0526;82.1976
-201.4815;82.7907
-178.8732;84.1391
-133.1126;79.3955
-160.8974;84.9829
-167.1429;83.6864
-175.0000;85.0847
-241.0853;84.2261
-206.8027;85.0404
-145.1807;81.1482
-209.3750;81.9140
-183.8710;84.5203
-159.6273;84.0103
-194.3662;86.4716
-128.8591;82.2203
-182.4324;84.5663
-188.6525;80.8817
-196.4539;82.2806
-173.1034;85.0531
-147.1014;81.3717
-163.3803;82.7396
-227.6596;82.2806
-134.6667;83.1489
-195.8621;84.1189
-151.0067;83.1561
-168.8889;83.7209
-197.7444;83.2700
-205.1095;83.7072
-223.5294;86.8769
-169.3878;78.0280
-171.3333;80.8085
-160.5263;82.6661
-145.9627;84.4805
-181.3953;83.7621
-132.2981;82.1291
-157.4468;82.7469
-228.5714;85.4646
-197.7444;83.2700
-185.4430;84.0307
-169.8113;83.5540
-169.0647;82.2956
-146.1538;81.7989
-138.8158;82.1976
-196.4539;83.2132
-164.9635;82.7761
-154.4776;81.8681
-194.3662;83.2061
-154.4776;82.3331
-206.5574;85.1976
-226.2069;88.3227
-171.0145;82.3031
-150.7353;82.7834
-169.6774;84.9893
-203.2051;87.3294
-186.6197;81.3401
-173.0496;82.2806
-182.4324;84.0986
-176.8707;84.1054
-177.0370;83.2558
-153.8462;84.1324
-195.8621;81.7834
-225.9259;81.8605
-169.3878;82.7029
-211.9403;86.0524
-230.0000;85.0847
-201.3699;82.7103
-230.7190;84.0648
-188.5246;84.2725
-156.6667;83.1489
-130.0654;81.2527
-144.4444;82.2581
-160.7407;82.3256
-217.6056;85.0721
-190.2778;81.7912
-175.0000;85.5263
-163.1902;84.4673
-241.3793;87.3885
-176.9784;83.6934
-159.2857;80.8898
-121.4765;81.2846
-137.4101;82.2956
-217.9688;83.7690
-242.7536;82.7688
-192.8571;84.9957
-205.9603;81.2686
-186.6197;83.2061
-167.3611;79.9236
-198.4496;81.9064
-171.3333;83.6170
-204.2553;85.0784
-180.6897;84.1189
-153.2374;82.7615
-137.4101;82.7615
-186.6197;85.0721
-129.4964;81.8297
-151.4286;82.7542
-110.6383;80.8817
-138.4615;81.7989
-167.1429;82.2881
-158.3333;80.9544
-153.8462;83.6657
-183.0882;86.0406
-160.7407;83.2558
-151.9084;82.3554
-149.6454;82.7469
-164.3411;83.2982
-155.2000;83.3263
-203.4483;85.9873
-204.2553;84.6121
-164.0000;83.1489
-203.7313;83.2629
-182.4324;84.0986
-190.7143;81.8220
-164.5570;80.2733
-173.1034;80.3822
-210.8696;84.6317
-206.4286;82.2881
-238.4615;85.5325
-156.6667;80.8085
-171.2329;83.1776
-163.0435;80.4403
-217.6056;85.5386
-176.8212;85.0149
-219.8582;86.9436
-235.7143;86.4024
-185.1852;85.5814
-207.6923;86.9325
-187.6923;82.3629
-208.6331;82.2956
-190.2778;83.6587
-229.1971;86.9657
-224.4604;86.9547
-169.3878;84.5729
-186.0000;85.0213
-216.4384;81.7757
-176.9231;81.3322
-160.1351;80.3571
-209.1503;82.6587
-149.0566;79.3251
-195.3020;84.0919
-191.6667;81.4189
-227.6596;86.9436
-116.9014;79.0076
-160.1351;84.5663
-145.3846;81.4346
-189.9225;84.2261
-145.3846;82.3629
-198.0645;90.1493
-155.0725;83.7003
-187.9195;85.4955
-134.0426;83.6795
-163.3803;83.6726
-197.2973;82.6956
-185.1852;83.7209
-165.7718;81.7524
-168.5039;78.6768
-184.8921;81.8297
-190.7143;80.8898
-154.4218;81.7680
-195.5224;82.7980
-199.3197;85.9754
-153.8462;84.5991
-162.6866;84.1927
-135.7143;82.2881
-140.8759;83.7072
-148.9051;85.1037
-140.1408;82.2731
-132.3944;81.8066
-176.7742;86.8657
-137.8378;82.2279
-127.5862;84.1189
-113.8889;81.7912
-186.9565;83.2345
-167.3611;83.6587
-157.9310;83.1847
-190.9677;87.3348
-165.5172;84.1189
-269.5313;84.6965
-220.1493;87.4472
-142.7586;82.7176
-197.2973;84.5663
-201.4815;81.8605
-248.5915;83.6726
-156.6667;84.0851
-180.8511;81.8143
-155.0725;81.8374
-188.6525;83.6795
-154.4218;83.6379
-215.4412;79.5262
-263.8462;81.4346
-242.7536;85.0974
-208.0000;82.6809
-160.8974;84.5137
-151.0067;84.5598
-208.2803;85.9155
-216.6667;84.2061
-161.9048;85.5079
-131.5789;84.5400
-176.9784;81.3638
-161.9048;83.1704
-150.3448;83.1847
-146.6667;85.8672
-175.0000;86.4140
-179.3651;81.9292
-175.0000;85.5017
-160.5263;84.0716
-147.1014;83.2345
-128.8591;83.6240
-139.4558;84.1054
-191.6667;80.9544
-203.9474;83.1346
-189.9225;79.1227
-167.5676;81.7602
-189.1026;85.4522
-173.1034;84.1189
-172.9323;83.2700
-157.9310;85.0531
-144.4444;81.8605
-146.7949;84.0444
-134.5588;82.3181
-175.0000;83.6587
-152.2293;85.4460
-188.6525;83.6795
-177.3109;79.2104
-164.2857;82.1824
-204.7297;86.4371
-214.2857;86.4831
-180.6897;83.1847
-167.1429;82.7542
-186.9565;83.2345
-201.4815;82.3256
-162.6866;82.3331
-210.6870;81.8911
-209.6296;81.8605
-248.9655;87.3885
-152.4590;80.5719
-223.5294;83.7140
-142.7586;78.9809
-211.0345;81.7834
-214.2857;80.0169
-124.8175;79.0521
-131.5789;81.8758
-113.4328;80.9383
-171.1268;82.7396
-166.2420;84.0376
-166.9118;84.1794
-141.2903;84.9893
-84.5638;81.2846
-118.5430;82.6735
-218.8406;82.3031
-198.4496;82.3703
-179.3651;80.0758
-155.0725;81.3717
-212.0567;86.0110
-192.3077;82.7323
-169.5364;80.8003
-147.2868;77.7309
-184.8921;79.9661
-223.0769;84.1324
-196.8254;79.1491
-182.8571;82.2881
-240.8451;84.1391
-186.6197;81.3401
-206.6667;85.3961
-226.8116;84.6317
-227.6596;80.8817
-212.0567;84.1458
-189.8649;79.8895
-160.8974;84.0444
-113.4328;76.7540
-225.9259;84.6512
-165.2482;84.1458
-160.1351;82.6956
-206.0150;80.9463
-241.3793;82.2505
-200.0000;82.7323
-159.7222;81.3243
-180.5369;85.9634
-167.5676;83.6310
-191.3907;85.9515
-156.1644;83.6449
-232.8947;88.7564
-181.0219;82.3106
-166.6667;83.7416
-181.0219;85.1037
-178.6667;82.6809
-166.9118;83.2487
-186.6197;85.0721
-221.1679;79.9831
-139.4558;81.7680
-140.3974;82.6735
-153.2374;84.1593
-160.3053;82.3554
-221.1679;84.1727
-212.0567;86.0110
-157.1429;85.4646
-245.7143;85.5508
-158.3893;82.2203
-182.6389;84.5925
-171.2329;85.5140
-178.6667;82.6809
-164.2857;86.4024
-198.0645;86.3966
-178.7671;82.7103
-130.4054;80.8248
-127.8571;82.2881
-222.1429;84.6186
-215.2866;86.8545
-137.4101;81.8297
-121.7054;80.9785
-153.8462;80.9705
-169.0647;81.8297
-182.8571;82.2881
-229.1971;79.5176
-178.5714;80.7758
-151.2346;85.4149
-234.7826;84.1660
-228.4722;83.1919
-161.9048;81.7680
-212.0567;83.6795
-163.3803;79.4741
-120.0000;79.4480
-190.5660;85.9035
-183.0882;83.7140
-187.3134;83.2629
-196.1538;86.3908
-223.0159;85.6361
-144.4444;82.3256
-180.8511;81.3480
-182.4324;82.6956
-149.3333;80.3404
-180.8511;86.0110
-130.7692;83.6657
-149.6454;83.2132
-200.6667;88.2979
-235.5932;83.8371
-216.4384;85.9813
-165.7718;84.5598
-139.4558;84.1054
-187.3134;85.1226
-170.8955;83.2629
-156.1644;83.1776
-183.3333;82.8125
-207.6923;86.4658
-164.8148;87.7673
-123.3083;82.3405
-207.6923;86.9325
-150.6329;83.0914
-184.3537;87.8453
-163.3803;84.6056
-156.1644;83.6449
-157.8125;82.3777
-171.0145;83.2345
-172.8682;81.9064
-175.0000;82.8415
-180.8511;85.0784
-164.2857;84.5269
-183.8710;84.7222
-147.8873;85.0721
-150.7353;83.7140
-185.1852;85.5814
-188.6525;87.4099
-159.8425;82.8487
-194.3662;83.6726
-187.3134;80.4734
-150.3448;82.2505
-166.6667;82.3480
-205.5556;84.1256
-211.9403;82.3331
-181.0219;80.4486
-154.9669;84.5466
-155.0725;79.9746
-167.5676;82.2279
-135.7143;86.4024
-132.3944;84.6056
-176.9784;81.3638
-126.0274;81.3084
-200.0000;84.1324
-145.3846;79.1139
-221.5385;82.8270
-184.3537;83.6379
-200.0000;80.8655
-122.9730;81.2925
-106.7669;80.4816
-133.1126;83.1418
-215.3846;87.8659
-237.7953;85.6300
-165.5172;82.2505
-189.8649;83.1633
-171.0145;82.3031
-160.5263;85.9455
-137.6543;81.6510
-124.6479;80.4071
-133.7500;84.4872
-186.6197;86.4716
-159.7222;83.6587
-192.3077;86.4658
-147.8873;84.1391
-150.3448;84.5860
-147.6821;85.0149
-138.2166;83.5681
-165.5172;85.0531
-113.6691;81.8297
-264.3750;88.2479
-175.0000;79.4915
-148.6301;83.6449
-136.2963;82.7907
-209.8592;85.5386
-220.8333;85.9932
-156.9343;81.3796
-173.0496;84.1458
-158.3893;84.0919
-153.8462;82.2656
-176.8212;81.2686
-124.6479;79.9406
-193.8356;81.3084
-148.1203;82.8052
-140.3974;85.0149
-149.3333;84.0851
-169.5364;84.0783
-142.6471;81.8528
-175.0000;85.4522
-164.9635;83.7072
-192.3077;85.9992
-159.7222;83.6587
-122.9730;82.6956
-181.0219;86.5002
-117.1975;83.0986
-175.0000;84.6186
-134.6667;82.2128
-152.5926;81.3953
-204.2553;84.6121
-171.0145;80.9060
-165.5172;81.7834
-152.7950;83.5400
-184.6154;85.0658
-149.0566;84.9637
-165.2482;82.2806
-158.8235;80.9222
-240.8451;83.6726
-221.9512;87.2860
-198.0645;84.5203
-157.9310;82.2505
-178.7671;85.5140
-202.2901;85.1414
-182.0513;85.9215
-169.0647;81.8297
-164.6617;82.8052
-195.3020;85.0276
-159.7222;82.7250
-156.3910;81.4111
-159.8425;83.3123
-200.0000;87.2805
-188.7500;86.3675
-161.9048;79.8980
-232.5581;84.2261
-183.0882;82.3181
-178.9855;84.6317
-210.0671;85.4955
-144.4444;82.2581
-129.4964;80.4320
-151.4286;82.7542
-118.3206;80.0338
-153.2374;81.8297
-189.4737;85.9455
-184.3537;85.9754
-121.4765;79.8809
-150.3448;83.1847
-104.6512;78.6588
-139.8496;79.5522
-99.2754;79.0432
-128.5714;81.2447
-209.6296;81.8605
-199.2647;84.6447
-155.6338;83.2061
-211.0345;84.1189
-150.3448;83.1847
-160.1351;82.6956
-158.3893;82.2203
-189.4737;83.1346
-201.4815;83.2558
-162.8931;84.9637
-175.0000;81.8834
-245.2555;83.2416
-165.2482;83.2132
-148.3871;81.7058
-164.9635;82.3106
-128.4615;77.7215
-140.1408;80.4071
-153.2895;85.4770
-142.0000;83.6170
-181.0219;83.2416
-164.3411;83.7621
-122.9730;83.1633
-186.3014;85.9813
-224.3590;88.7372
-153.2374;82.7615
-200.0000;83.1990
-173.0496;82.2806
-184.8921;82.7615
-142.8571;80.7758
-164.0000;82.6809
-163.0435;83.2345
-225.3521;84.6056
-182.2368;83.1346
-171.2329;82.2430
-134.0426;79.4828
-209.6296;83.7209
-184.8921;85.0911
-208.9041;84.5794
-163.6986;80.8411
-180.8511;79.9491
-216.8000;81.9368
-232.2148;85.4955
-155.0725;78.5775
-118.4932;81.7757
-148.6301;80.8411
-153.2374;79.9661
-196.7105;86.8825
-130.4054;79.4218
-186.0000;83.6170
-156.1644;83.1776
-129.8507;80.9383
-136.2416;83.6240
-133.3333;81.4189
-103.7037;82.3256
-138.0597;81.4032
-146.1538;84.5991
-133.5616;82.7103
-121.5827;82.2956
-151.6340;85.0021
-150.3448;82.7176
-178.7671;83.6449
-185.7143;86.4024
-122.9730;81.2925
-140.1408;83.2061
-153.2374;84.1593
-179.5082;79.1842
-186.9565;84.9508
-186.3014;83.6449
-169.2308;84.1324
-202.6846;86.8992
-224.8322;86.4313
-201.4815;80.9302
-201.9608;81.2527
-169.5364;84.0783
-163.3803;81.8066
-146.4000;81.9368
-143.6242;81.7524
-201.6129;85.1852
-221.7687;87.3778
-173.1544;85.4955
-163.3803;82.7396
-234.0741;86.0465
-215.4412;84.1794
-177.0992;78.6408
-163.6986;82.7103
-180.6897;82.7176
-121.6418;82.3331
-126.2411;85.0784
-150.3448;82.7176
-188.2759;85.0531
-140.8759;82.7761
-218.8406;85.5631
-214.2857;84.6641
-176.7742;85.9275
-155.6338;81.8066
-198.5714;84.6186
-195.3020;84.0919
-160.7407;82.3256
-232.5581;87.0097
-153.2374;83.6934
-158.8235;82.6587
-143.4426;80.5719
-153.8462;81.8987
-181.0219;83.7072
-186.6197;84.1391
-178.6667;85.9574
-171.0145;83.7003
-195.3020;84.0919
-206.0150;83.7347
-192.7419;81.9444
-182.8571;86.0169
-167.9487;85.9215
-184.1060;83.1418
-159.2857;81.3559
-166.9118;83.2487
-172.8000;81.9368
-164.0000;82.8632
-132.8467;81.3796
-195.8621;85.9873
-186.6197;84.6056
-163.6986;82.2430
-221.7687;85.9754
-225.3521;81.8066
-178.3951;83.5329
-241.3793;86.4544
-193.3333;79.0698
-187.5817;85.9395
-137.8378;83.1633
-202.2901;80.0338
-164.3411;81.4424
-181.2030;80.9463
-214.2857;82.5994
-229.1971;81.3796
-193.3333;82.7907
-171.3333;83.6170
-136.9231;80.9705
-134.5588;82.3181
-159.2857;83.2203
-213.2911;87.7882
-166.6667;83.7416
-177.0370;83.7209
-151.6340;83.5961
-213.2450;83.6100
-117.1975;80.2817
-152.0833;82.2581
-216.8000;83.3263
-142.8571;84.5269
-121.4765;81.7524
-181.2030;86.0583
-166.0131;87.8142
-153.8462;85.1477
-142.0000;85.9574
-195.3020;88.3028
-150.3448;82.2505
-203.4483;81.7834
-213.1387;84.6382
-215.5039;83.7621
-165.2482;83.6795
-146.9388;85.9754
-198.6755;84.0783
-141.0959;82.2430
-100.0000;82.2656
-166.9118;84.6447
-176.8212;87.8246
-126.4706;80.4569
-127.8571;82.7542
-121.4765;81.2846
-214.2857;87.4525
-167.7632;83.6031
-181.0219;82.3106
-161.9048;82.7029
-191.1765;85.5753
-188.9831;84.2989
-196.7105;85.4770
-216.4384;83.6449
-160.7407;82.7907
-214.2857;85.0404
-166.9118;78.5956
-167.5676;83.6310
-184.1060;85.0149
-171.1268;81.3401
-147.8873;83.6726
-198.5714;81.3559
-159.2857;80.4237
-195.8621;84.1189
-193.8356;83.1776
-133.8583;81.9216
-170.7692;81.8987
-237.9085;86.4082
-175.0000;79.9236
-153.8462;83.1058
-259.0278;83.6587
-161.9048;80.8330
-155.0725;81.3717
-176.8212;84.0783
-175.0000;80.8248
-204.2553;80.8817
-208.0000;81.0105
-190.7143;82.7542
-158.8235;82.3181
-172.8000;81.0105
-185.1852;82.3256
-161.5385;81.7989
-149.3333;82.2128
-214.2857;84.7094
-169.2308;83.1990
-224.4604;86.4888
-148.6301;84.1121
-161.1511;82.2956
-151.6340;80.7840
-258.5185;80.9302
-146.1538;80.8655
-187.9195;85.0276
-118.4397;79.9491
-186.3014;83.1776
-145.2229;82.6291
-205.1095;83.2416
-194.7712;81.7213
-171.1268;81.3401
-170.7692;82.3629
-171.1268;86.9381
-158.8235;81.3875
-155.6338;81.8066
-197.2973;85.5017
-208.3333;82.3480
-238.4615;86.9325
-135.0427;79.6895
-185.4430;85.4398
-149.2188;79.5953
-219.3548;86.8657
-195.8621;83.6518
-241.6667;81.4189
-191.1765;82.3181
-192.3077;85.0658
-111.5385;78.1857
-126.4706;79.5262
-167.3611;83.1919
-150.3448;83.6518
-155.2000;80.5474
-239.0977;85.5936
-222.2930;87.7934
-213.2911;83.0914
-165.2482;85.5447
-162.2517;85.0149
-167.5676;83.1633
-199.2647;84.1794
-232.2148;85.0276
-153.8462;82.1672
-123.5772;76.3988
-203.9474;85.9455
-169.2308;84.1324
-252.3438;83.7690
-179.1045;80.9383
-155.3571;83.9623
-191.8367;82.7029
-185.8268;81.4581
-158.8235;84.0648
-189.8649;85.5017
-95.3947;80.3237
-208.3333;84.2061
-180.6897;84.1189
-217.6056;82.7396
-130.7692;78.5320
-160.1351;81.7602
-134.5588;80.9222
-171.6049;86.3559
-207.6923;83.6657
-144.4444;83.1919
-130.7692;82.2656
-165.5172;84.1189
-223.0769;87.3992
-216.5468;86.0229
-214.2857;86.0169
-170.7692;81.4346
-230.7692;85.9992
-178.6667;85.4894
-193.3333;85.1163
-168.8889;83.2558
-140.1408;80.8736
-214.2857;86.0169
-91.9463;80.8167
-175.0000;84.5663
-167.3611;82.7250
-167.3611;84.1256
-172.9323;80.9463
-167.5676;84.5663
-214.2857;80.9463
-138.0597;81.4032
-187.6923;83.2911
-128.3019;82.6143
-160.5263;82.1976
-257.7236;83.8031
-173.2484;83.5681
-208.6331;84.6252
-123.1884;82.7688
-184.8921;83.6934
-160.7407;84.6512
-169.5364;85.0149
-190.7143;82.2881
-145.3846;80.9705
-161.5385;84.1324
-160.3053;83.7484
-182.0513;84.9829
-178.5714;84.0580
-148.6301;83.6449
-186.1789;79.6382
-176.9231;83.6657
-132.8467;80.4486
-188.9831;82.9135
-176.9231;85.0658
-158.8235;80.7840
-129.1667;80.8574
-178.6667;85.9574
-184.8921;83.6934
-180.6897;86.4544
-143.5714;81.8220
-171.3333;84.5532
-187.9195;83.6240
-179.1045;83.7278
-185.1852;85.5814
-136.2416;82.6882
-166.0131;83.5961
-178.7671;82.7103
-205.5556;87.3939
-132.3944;81.3401
-144.4444;83.6587
-171.1268;84.6056
-179.1045;82.7980
-182.6389;84.1256
-187.3134;83.7278
-177.0992;84.2127
-152.0833;82.2581
-178.9855;81.3717
-120.0000;82.6809
-188.6525;84.6121
-189.0511;80.9141
-204.7297;82.2279
-186.0000;85.4894
-173.0496;81.8143
-157.9310;85.5202
-193.3333;87.2805
-124.6479;80.4071
-186.6197;85.0721
-159.2857;80.4237
-175.0000;80.8898
-197.0803;84.1727
-152.7027;82.2279
-216.4384;79.9065
-215.5039;81.9064
-141.0959;82.2430
-162.3077;80.9705
-175.0000;84.0986
-169.3878;81.7680
-202.6846;85.4955
-241.8919;87.3724
-208.9041;85.9813
-178.5714;81.7136
-178.5714;81.7136
-211.0345;81.3163
-204.6154;82.8270
-142.6471;81.3875
-199.2647;85.1100
-151.4286;82.7542
-144.4444;82.7907
-178.9855;84.6317
-185.8268;84.7029
-205.5556;85.0594
-178.8732;85.5386
-169.3878;84.5729
-210.8696;85.0974
-196.4539;84.6121
-172.9927;83.7072
-180.5369;84.0919
-171.1268;83.2061
-171.3333;87.3617
-135.1724;82.2505
-169.6774;84.5203
-150.7353;79.9915
-211.9403;82.7980
-183.0882;81.8528
-143.5714;83.6864
-216.8000;82.8632
-197.0803;85.1037
-157.9310;80.8493
-163.6986;81.7757
-215.3333;84.5532
-162.2517;81.2686
-197.0803;81.3796
-199.3197;83.1704
-229.1339;82.8487
-228.2258;83.7963
-151.0067;83.1561
-161.5385;85.0658
-210.6870;84.2127
-170.4918;81.0345
-183.0882;80.4569
-84.8000;77.3053
-202.2901;84.6771
-171.6049;88.2378
-170.6349;81.4659
-167.5676;82.2279
-183.8710;83.5821
-203.4483;84.1189
-94.6154;79.1139
-171.3333;84.5532
-115.2174;80.4403
-160.8974;85.9215
-148.3871;81.4815
-107.6923;81.3322
-158.3893;84.0919
-137.8378;83.6310
-168.7023;84.2127
-153.2895;85.0085
-153.1746;81.4659
-127.3333;84.0851
-182.8571;83.2203
-184.3537;83.6379
-201.4815;83.7209
-219.5946;85.5017
-156.1644;82.7103
-185.8268;81.9216
-198.4496;84.2261
-179.2308;80.5063
-167.1429;84.6186
-177.0370;80.9302
-138.7597;83.2982
-181.0219;85.5692
-186.1789;83.3403
-208.6331;86.0229
-204.7297;86.9048
-126.2411;80.8817
-137.4101;81.3638
-183.0882;83.2487
-173.0496;81.8143
-190.7143;84.6186
-135.7143;81.3559
-169.5364;83.6100
-180.6897;82.7176
-123.4375;82.3777
-216.4384;83.1776
-218.1818;83.3544
-197.2973;86.9048
-172.9927;84.1727
-107.2464;80.9060
-144.4444;85.0021
-205.0420;85.6783
-182.4324;85.5017
-176.9231;84.1324
-169.0647;83.2274
-186.3014;84.1121
-167.1429;84.1525
-199.2647;83.7140
-125.0000;79.0963
-156.3910;81.8758
-161.1511;80.4320
-118.2540;77.7591
-160.1351;84.5663
-235.4610;86.4773
-138.0597;81.4032
-210.8696;85.0974
-154.4776;82.3331
-182.4324;84.0986
-162.2517;85.0149
-144.4444;81.0025
-110.1911;82.6291
-168.5039;81.9216
-214.2857;86.4024
-203.2051;84.9829
-190.7143;80.4237
-166.6667;75.8446
